RowIndex,Tag,Name,Text,ChildrenJSON
1,Object,Hu,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bip03_Spine1"",""Position"":""0,22,-15"",""Rotation"":""12,0,0""}}]"
2,Object,HuangPiaoMa,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bip03_Spine2"",""Position"":""0,42,15"",""Rotation"":""20,0,0""}}]"
3,Object,HuiLang,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bip03_Spine"",""Position"":""0,22,25"",""Rotation"":""28,0,0""}}]"
4,Object,Diao,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bonea01"",""Position"":""0,-90,50"",""Rotation"":""35,180,0""}}]"
5,Object,Lu,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bip03_Spine1"",""Position"":""0,35,5"",""Rotation"":""12,0,0""}}]"
6,Object,He,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bonea11"",""Position"":""0,-225,50"",""Rotation"":""0,180,0""}}]"
7,Object,QingFeng,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bonea01"",""Position"":""0,-110,50"",""Rotation"":""0,180,0""}}]"
8,Object,LuoTuo,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bip03_Spine"",""Position"":""0,-131,130"",""Rotation"":""-30,0,0""}}]"
9,Object,MaoNiu,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bip03_Spine"",""Position"":""0,25,20"",""Rotation"":""5,0,0""}}]"
10,Object,BaiHu,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bip03_Spine1"",""Position"":""0,22,-15"",""Rotation"":""12,0,0""}}]"
11,Object,QingBaiCongMa,,"[{""Tag"":""Location"",""Attributes"":{""Name"":""RidePosition"",""BoneName"":""Bip03_Spine2"",""Position"":""0,42,15"",""Rotation"":""20,0,0""}}]"
