ID,Name,Icon,ItemLevel,RequireLevel,BoundMoney,BasePrice,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ExtraHint,ScriptID,TypeDesc,Description,IDFamily10M
30505060,Thư nhà của dũng sĩ,TaskTools1_2,1,80,true,0,0,true,false,false,1,-1,-1,,-1,Nhiệm vụ đạo cụ,Nhiệm vụ đạo cụ.<br><color=#00FF00>Vật phẩm này sẽ cho biết thêm một nhiệm vụ nữa.,3
30505061,Đầu lâu của A Chi,TaskTools3_13,1,60,true,0,0,true,false,false,1,-1,-1,,-1,Nhiệm vụ đạo cụ,Nhiệm vụ đạo cụ.<br><color=#00FF00>Vật phẩm này sẽ cho biết thêm một nhiệm vụ nữa.,3
30505062,Hoả Pháo truyền tin,TaskTools5_15,1,1,true,0,0,false,false,true,1,-1,-1,,-1,Nhiệm vụ đạo cụ,Nhiệm vụ đạo cụ.<br>Sử dụng: phóng diệm hỏa ở Thượng võ đài ở Đại Lý thành.,3
30505085,Xích Sắc Long Châu,Banner_9,1,1,true,4,1,true,true,false,15000,-1,720,,-1,Vật phẩm hiếm có,"Một trong bảy viên thất sắc long châu, tương truyền rằng nếu thu thập đủ các viên thất sắc long châu có thể đến Đại Lý tìm <br>Cung Thái Vân</color> để đổi lấy 1 cái <color=#FFFF00>[Long Bài]</color> dùng để triệu hồi trân thú <color=#00FF00>Long Bảo Bảo</color>.",3
30505086,Tranh Sắc Long Châu,Banner_10,1,1,true,4,1,true,true,false,15000,-1,720,,-1,Vật phẩm hiếm có,"Một trong bảy viên thất sắc long châu, tương truyền rằng nếu thu thập đủ các viên thất sắc long châu có thể đến Đại Lý tìm <br>Cung Thái Vân</color> để đổi lấy 1 cái <color=#FFFF00>[Long Bài]</color> dùng để triệu hồi trân thú <color=#00FF00>Long Bảo Bảo</color>.",3
30505087,Hoàng Sắc Long Châu,Banner_11,1,1,true,4,1,true,true,false,15000,-1,720,,-1,Vật phẩm hiếm có,"Một trong bảy viên thất sắc long châu, tương truyền rằng nếu thu thập đủ các viên thất sắc long châu có thể đến Đại Lý tìm <br>Cung Thái Vân</color> để đổi lấy 1 cái <color=#FFFF00>[Long Bài]</color> dùng để triệu hồi trân thú <color=#00FF00>Long Bảo Bảo</color>.",3
30505088,Lục Sắc Long Châu,Banner_12,1,1,true,4,1,true,true,false,15000,-1,720,,-1,Vật phẩm hiếm có,"Một trong bảy viên thất sắc long châu, tương truyền rằng nếu thu thập đủ các viên thất sắc long châu có thể đến Đại Lý tìm <br>Cung Thái Vân</color> để đổi lấy 1 cái <color=#FFFF00>[Long Bài]</color> dùng để triệu hồi trân thú <color=#00FF00>Long Bảo Bảo</color>.",3
30505089,Thanh Sắc Long Châu,Banner_13,1,1,true,4,1,true,true,false,15000,-1,720,,-1,Vật phẩm hiếm có,"Một trong bảy viên thất sắc long châu, tương truyền rằng nếu thu thập đủ các viên thất sắc long châu có thể đến Đại Lý tìm <br>Cung Thái Vân</color> để đổi lấy 1 cái <color=#FFFF00>[Long Bài]</color> dùng để triệu hồi trân thú <color=#00FF00>Long Bảo Bảo</color>.",3
30505090,Lam Sắc Long Châu,Banner_14,1,1,true,4,1,true,true,false,15000,-1,720,,-1,Vật phẩm hiếm có,"Một trong bảy viên thất sắc long châu, tương truyền rằng nếu thu thập đủ các viên thất sắc long châu có thể đến Đại Lý tìm <br>Cung Thái Vân</color> để đổi lấy 1 cái <color=#FFFF00>[Long Bài]</color> dùng để triệu hồi trân thú <color=#00FF00>Long Bảo Bảo</color>.",3
30505091,Tử Sắc Long Châu,Banner_15,1,1,true,4,1,true,true,false,15000,-1,720,,-1,Vật phẩm hiếm có,"Một trong bảy viên thất sắc long châu, tương truyền rằng nếu thu thập đủ các viên thất sắc long châu có thể đến Đại Lý tìm <br>Cung Thái Vân</color> để đổi lấy 1 cái <color=#FFFF00>[Long Bài]</color> dùng để triệu hồi trân thú <color=#00FF00>Long Bảo Bảo</color>.",3
30505092,Long Bài,Banner_16,1,65,true,4,1,true,true,false,15000,-1,-1,,9999995,Vật phẩm hiếm có,"Tấm lệnh bài quý hiếm, sử dụng có thể triệu hồi sinh vật trong thần thoại <color=#00FF00>Long Bảo Bảo</color> cấp 65.",3
30505100,Phổ Thông Thỉnh Thiệp,Wedding_4,1,1,true,4,1,true,true,false,15000,-1,-1,,9999999,Hôn lễ thỉnh thiệp,"Vật chứng nhận có thể tham gia hôn lễ. Sau khi thu mua có thể tặng cho bạn hữu, mời họ đến tham gia hôn lễ của mình. Mở ra có thể nhận được vật phẩm ngẫu nhiên.<br><color=#00FF00>Nhấn để sử dụng",3
30505101,Cao Cấp Thỉnh Thiệp,Wedding_5,1,1,true,4,1,true,true,false,15000,-1,-1,,9999999,Hôn lễ thỉnh thiệp,"Vật chứng nhận có thể tham gia hôn lễ. Sau khi thu mua có thể tặng cho bạn hữu, mời họ đến tham gia hôn lễ của mình. Mở ra có thể nhận được vật phẩm ngẫu nhiên.<br><color=#00FF00>Nhấn để sử dụng",3
30505102,Hào Hoa Thỉnh Thiệp,Wedding_6,1,1,true,4,1,true,true,false,15000,-1,-1,,9999999,Hôn lễ thỉnh thiệp,"Vật chứng nhận có thể tham gia hôn lễ. Sau khi thu mua có thể tặng cho bạn hữu, mời họ đến tham gia hôn lễ của mình. Mở ra có thể nhận được vật phẩm ngẫu nhiên.<br><color=#00FF00>Nhấn để sử dụng",3
30505103,Phiếu Hôn Lễ Cao Cấp,Wedding_16,10,1,true,4,1,true,true,false,15000,-1,-1,,-1,Xa xỉ phẩm,Có được vật phẩm này có thể đến Lạc Dương tìm <color=#00FF00>Nguyệt Lão</color> để đăng ký kết hôn và tổ chức hôn lễ.,3
30505104,Phiếu Hôn Lễ Trung Cấp,Cloth4_11,5,1,true,4,1,true,true,false,15000,-1,-1,,-1,Xa xỉ phẩm,Có được vật phẩm này có thể đến Lạc Dương tìm <color=#00FF00>Nguyệt Lão</color> để đăng ký kết hôn và tổ chức hôn lễ.,3
30505107,Tiểu Lạt Bá,Cloth4_14,1,1,true,4,1,true,true,false,15000,-1,-1,,-1,Đạo cụ đặc thù,"Tiểu lạt bá, sử dụng truyền âm xa vạn dặm ở kênh tán gẫu đặc biệt.",3
30505108,Thiên Lý Truyền Âm,Charm9_14,1,1,true,4,1,true,true,false,15000,-1,-1,,-1,Đạo cụ đặc thù,"Thiên Lý Truyền Âm, sử dụng truyền âm xa vạn dặm ở kênh tán gẫu liên máy chủ.",3
30505114,Kim Tinh Toái Phiến,Cloth8_3,1,1,true,4,1,true,true,false,15000,-1,-1,,-1,Vật phẩm đặc thù,"Một trong những Thất Tinh Toái Phiến, truyền thuyết đồn rằng sau khi gộp đủ Thất Tinh Toái Phiến có thể đến Đại Lý tìm <color=#00FF00>Củng Thái Vân</color> đổi lấy 1 cái <color=#FFFF00>[Trứng trân thú: Thần Xí Nga]</color>.",3
