ID,Name,Icon,ItemLevel,RequireLevel,BoundMoney,BasePrice,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ExtraHint,ScriptID,TypeDesc,Description,IDFamily10M
40002057,Hoàn Mỹ Khôi Hùng Bì,TaskTools1_11,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Hoàn mỹ Khôi Hùng Bì)<br>Hoàn mỹ không hề có tỳ vết, không bắt mà được, vật yêu thích nhất của giám quân Mã Thừa Sảnh.",4
40002058,Thư Được Mũi Tên Đưa Đến,TaskTools7_12,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Thư bí mật)<br>Một phong thư bí mật, dùng tên bắn lên cờ của quân tống.",4
40002059,Hồng Thiết Trảo Bì,TaskTools1_11,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Hồng Thiết Trảo)<br>Một mảnh da bình thường, tìm được ở Nhạn Bắc.",4
40002060,Hồng Quả Phụ Ty,TaskTools3_10,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Hồng Quả Phụ)<br>1 sợi tơ nhện bình thường, được rút ra từ trên người của Hồng Quả Phụ ở Nhạn Bắc.",4
40002061,Khúc Đoan Gia Thư,TaskTools1_2,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (1 bức thư nhà)<br>Trên thư có đề 1 hàng chữ: Võ Di Sơn Khúc Dương thân khởi.,4
40002062,Nam Vực Ngạc Ngư Huyết Dịch,MakeMaterial10_10,1,1,true,0,0,false,false,false,10,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (nghiên cứu chữ Huyết)<br>Vật phẩm quan trọng cần thiết khi tiến hành nghiên cứu chữ máu.,4
40002063,Mông Cổ Hắc Phong Thích,TaskTools1_15,1,1,true,0,0,false,false,false,10,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Hắc Phong Thích)<br>Nghe nói có thể chữa trị những bệnh liên quan đến khớp, eo và chân.",4
40002064,Khăn Tay Của Quận Chúa,Drygoods_6,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Bạch mã Thanh Ngưu)<br>Một chiếc khăn tay trong câu truyện truyền thuyết có thêu Bạch mã Thanh Ngưu, hương thơm vẫn còn lưu lại trên đó.",4
40002065,Nguyễn Thành Bội Kiếm,TaskTools2_13,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Tuyệt tình kiếm)<br>Vật phẩm yêu quý nhất của Nguyễn Thành.,4
40002066,Bạch Lang Đại Vương Nhĩ Hoàn,TaskTools2_4,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Dũng khí)<br>Bên trong lòng khuyên tai có khắc 1 hàng chữ nhỏ: Dũng khí cần thiết của Ái Chân.,4
40002067,Hắc Phong Mật,TaskTools5_5,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Hắc Phong Mật)<br>Có thể trị liệu những chứng bệnh do hàn sinh ra.,4
40002068,Bạch Lang Bì,Flix2_4,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Bạch Lang Bì)<br>Áo khoác có thể chống lạnh.,4
40002069,Can Lang Phần,TaskTools1_7,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (xua đuổi Hắc Phong)<br>Một đống phân sói khô, có thể đốt thành Lang Yên.",4
40002070,Hỏa Chiết Tử,TaskTools6_1,1,75,true,0,0,true,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (xua đuổi Hắc Phong)<br><color=#00FF00>Sử dụng: đốt phân sói khô.,4
40002071,Thư Nhà Của Dũng Sĩ,TaskTools1_2,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Thư nhà của dũng sỹ)<br>Một chiếc quạt giấy rách nát.,4
40002072,Quất Hạch,TaskTools8_14,1,1,true,0,0,false,false,false,10,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (năm hạt quýt)<br>Khưu Trọng Thu dùng nó để chế thành thuốc trị liệu ngoại thương.,4
40002073,Nam Vực Kiếm Phái Ngoại Y,TaskTools4_3,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Căn nhà trống)<br>Bộ đạo phục có thêu biểu tượng của Nam Vực Kiếm Phái, lễ vật mà Đinh Liên Y tặng cho Diệp Lưu Phàm.",4
40002074,Ngũ Lôi Thạch,Ore_4,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Lôi thần kiều chi mê (lạc đường Lôi thần kiều))<br>1 mảnh kỳ thạch không phải vàng không phải sắt, giữa hai cực thấp thoáng có tia lửa điện phóng ra.",4
40002075,Huyết Y,Cloth5_10,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Vết Đỏ Thứ 2)<br>Trên Lôi Thần Kiều phát hiện chiếc áo có màu đỏ, là đầu mối quan trọng trong thảm án diệt môn của Nam Vực kiếm phái.",4
40002076,Thạch Phiến Khắc Ấn,MenpaiGoods_10,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Đoạn Kiều Hoa Yêu)<br>Là 1 trong số những nguyên liệu mà Tô Phi sử dụng để dụ Mạch Hữu Nhân hiện thân.,4
40002077,Nhạc Bất Bình Mật Tín,TaskTools1_2,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Đạo Thần)<br>Là 1 bức mật tín vô cùng quan trọng đối với Ngạc Ngư Bang.,4
40002078,Thư Của Mã Hán,TaskTools1_2,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Tay trắng dựng nghiệp)<br>Mã Hán gửi đơn đặt hàng thảo dược đến Thượng Quan Thôn ở Nhĩ Hải,4
40002079,Long Văn Ngân Tỏa Phiến,TaskTools1_14,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Đằng Giáp Tặc Nguyên Soái (nguyên soái của giặc đằng giáp)) (báo quá kết quả chiến đấu)<br>Ngân Tỏa Phiến tượng trưng cho thân phận của tộc trưởng Miêu Tộc đã bị mất trong lúc hỗn chiến.,4
40002080,Phượng Văn Ngân Tỏa Phiến,TaskTools1_14,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Lời nói dối chân thật)<br>Ngân Tỏa Phiến tượng trưng cho thân phận của tộc trưởng Miêu Tộc đã bị mất trong lúc hỗn chiến.,4
40002081,Yêu Bài Của Cầu Lão Thất,Function_13,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ<br> (Biến cố ở Huyền Vũ Môn)<br>Yêu Bài của Cầu Lão Thất, nội gián Ngạc Ngư Bang.",4
40002082,Ảm Đạm Tu La Trưng Ký,TaskTools1_15,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (1 mảnh tịnh thổ cuối cùng)<br>Biểu tượng trong truyền thuyết của Tu La ma tộc, đã bị mất đi ánh sáng vốn có của nó.",4
40002083,Tuyết Sơn Lang Bì,Flix2_4,1,1,true,0,0,false,false,false,10,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Hơi thở ấm áp)<br>Da sói mềm mại, có thể làm ra chiếc áo da thượng hạng.",4
40002084,Tuyết Sơn Lang Bì Ngoại Y,Cloth6_6,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Lễ vật đau lòng) (Tình cảm luân hồi)<br>Một chiếc Tuyết Sơn Lang Bì Ngoại Y được làm rất tính xảo.,4
40002085,Chiểu Trạch Ngạc Ngư Bì,TaskTools1_11,1,1,true,0,0,false,false,false,10,-1,-1,,-1,Đạo cụ nhiệm vụ,"Đạo cụ nhiệm vụ.<br> (Lời thỉnh cầu của A Tùng)<br>Da cá sấu, vô cùng cứng rắn.",4
40002086,Hắc Miêu Hộ Thân Phù,TaskTools3_6,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Cảm ơn)<br>Hộ Thân Phù của A Vũ cô gái Miêu tộc.,4
40002087,Ách Tu La Hộ Thân Phù,OtherTools2_7,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Ách Tu La)<br>1 mảnh hộ thân phù sẽ phát tán ra mùi hôi thối nồng nặc.,4
40002088,Vĩnh Dạ Tu La Hộ Thân Phù,OtherTools2_8,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Vĩnh Dạ Tu La)<br>1 mảnh hộ thân phù sẽ phát tán ra mùi hôi thối nồng nặc,4
40002089,Vạn Kiếp Tu La Hộ Thân Phù,OtherTools2_9,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Vạn Kiếp Tu La)<br>1 mảnh hộ thân phù sẽ phát tán ra mùi hôi thối nồng nặc.,4
40002090,Chỉ Thị Của Tu La Vương,TaskTools2_14,1,1,true,0,0,false,false,false,1,-1,-1,,-1,Đạo cụ nhiệm vụ,Đạo cụ nhiệm vụ.<br> (Chỉ thị của Tu La Vương)<br>Chỉ thị của Tu La Vương cho quân đoàn Tu La Yêu Ma.,4
