RowIndex,Tag,ID,Name,Icon,ItemLevel,RequireLevel,BoundMoney,BasePrice,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ExtraHint,ScriptID,TypeDesc,Description,Text,ChildrenJSON
1,Item,20101001,Bạch Anh,Herbal1_1,1,1,true,375,10,true,true,false,15000,-1,-1,,-1,Sơ cấp dược tài,"Vị đắng, cay, tính hàn. Có tác dụng thanh nhiệt, giải độc. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
2,Item,20101002,Bồ Hoàng,Herbal1_2,1,1,true,625,10,true,true,false,15000,-1,-1,,-1,Sơ cấp dược tài,"Vị ngọt dịu, có tác dụng cầm máu, hoạt huyết. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
3,Item,20101003,Xuyên Bối,Herbal2_2,2,2,true,625,20,true,true,false,15000,-1,-1,,-1,Sơ cấp dược tài,"Vị ngọt, có tác dụng cầm ho, làm dịu gan, lưu thông khí huyết. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
4,Item,20101004,Nguyên Hồ,Herbal1_6,2,2,true,875,20,true,true,false,15000,-1,-1,,-1,Sơ cấp dược tài,"Thân dùng làm thuốc, có tác dụng lưu thông khí huyết, giảm đau. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
5,Item,20101005,Tỳ Bà,Herbal1_8,3,3,true,875,30,true,true,false,15000,-1,-1,,-1,Sơ cấp dược tài,"Lá dùng làm thuốc, tính bình, vị đắng, có tác dụng thanh phế hạ khí, trị ho, nôn mửa. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
6,Item,20101006,Cam Thảo,Herbal2_4,3,3,true,875,30,true,true,false,15000,-1,-1,,-1,Sơ cấp dược tài,"Tính bình, vị ngọt, có tác dụng giải độc, giảm sưng, giảm đau. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
7,Item,20101007,Kim Ngân Hoa,Herbal1_10,3,3,true,1125,30,true,true,false,15000,-1,-1,,-1,Sơ cấp dược tài,"Vị ngọt, hàn, có tác dụng thanh nhiệt giải độc. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
8,Item,20101008,Hoàng Cầm,Herbal1_16,4,4,true,1125,40,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị đắng, hàn, có tác dụng thanh nhiệt, giải độc, cầm máu, an thai. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
9,Item,20101009,Cẩu Kỷ,Herbal1_9,4,4,true,1125,40,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị ngọt, bổ gan thận, sáng mắt, bổ trợ sắc diện, làm xương cốt cứng chắc. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
10,Item,20101010,Trầm Hương,Herbal1_3,4,4,true,1375,40,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị cay, đắng, ôn, giảm đau, làm ấm người, ổn định hơi thở. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
11,Item,20101011,Đỗ Trọng,Herbal1_11,5,5,true,1375,50,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị ngọt hơi cay, ôn, chủ trị đau lưng, mỏi gối, v.v. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
12,Item,20101012,Thương Thuật,Herbal1_4,5,5,true,1375,50,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị rất cay, tính ôn mà khô, có tác dụng trị cảm lạnh, sáng mắt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
13,Item,20101013,Phục Linh,Herbal2_14,5,5,true,1625,50,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị ngọt, tính bình, có tác dụng an thần. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
14,Item,20101014,Phòng Phong,Herbal1_13,6,6,true,1625,60,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Rễ có vị cay, ngọt, tính ôn, có tác dụng làm toát mồ hôi, trị cảm lạnh. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
15,Item,20101015,Hương Nhu,Herbal2_3,6,6,true,1625,60,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị cay, tính ôn, làm ra mồ hôi, điều hòa khí huyết. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
16,Item,20101016,Hoàng Liên,Herbal2_9,6,6,true,1875,60,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị đắng, hàn, có tác dụng giải độc, thanh nhiệt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
17,Item,20101017,Đương Qui,Herbal2_6,7,7,true,1875,70,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị ngọt, cay, tính ôn, có tác dụng bổ khí huyết, điều hòa kinh mạch, giảm đau. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
18,Item,20101018,Quế Tâm,Herbal1_5,7,7,true,1875,70,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị đắng, cay, bổ khí huyết, sáng mắt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
19,Item,20101019,Hương Phụ,Herbal2_1,7,7,true,2125,70,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị cay, hơi đắng, hơi ngọt, tính bình, có tác dụng giảm đau. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
20,Item,20101020,Hoắc Hương,Herbal1_7,8,8,true,2125,80,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị cay, tính ôn, giúp tinh thần tỉnh táo. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
21,Item,20101021,Hồi Thần Thảo,Herbal2_4,8,8,true,2125,80,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Thực vật có mùi hương kỳ diệu. Có tác dụng thanh nhiệt giải độc. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
22,Item,20101022,Thủ Ô,Herbal2_7,8,8,true,2375,80,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Rễ đắng, chát, tính ôn, có tác dụng bổ gan thận, ích huyết, cường cân cốt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
23,Item,20101023,Đông Trùng Hạ Thảo,Herbal1_15,9,9,true,2375,90,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Đông Trùng Hạ Thảo không phải là thực vật mà là hợp thể của nấm và côn trùng, được tìm thấy trên vùng núi tuyết của cao nguyên Thanh Tạng. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
24,Item,20101024,Long Quì Tử,Herbal1_5,9,9,true,2625,90,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Trên vỏ có hoa văn hình rồng. Vị đắng, tính hàn, hơi độc, có tác dụng thanh nhiệt giải độc. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",,
