RowIndex,Tag,ID,MapID,Name,FromMapID,FromPosX,FromPosY,ToMapID,ToPosX,ToPosY,Text,ChildrenJSON
1501,NPC,,,,17,4030,4000,13,3050,2310,,
1502,NPC,,,,17,4030,4000,14,3255,2725,,
1503,NPC,,,,17,4030,4000,15,920,1650,,
1504,NPC,,,,17,4030,4000,16,3100,1100,,
1505,NPC,,,,17,4030,4000,18,8400,5000,,
1506,NPC,,,,17,4030,4000,137,4317,2128,,
1507,NPC,,,,17,4030,4000,143,8180,8060,,
1508,NPC,,,,18,8050,4400,1,4882,6388,,
1509,NPC,,,,18,8050,4400,2,8260,6340,,
1510,NPC,,,,18,8050,4400,3,10460,7570,,
1511,NPC,,,,18,8050,4400,3,7570,6090,,
1512,NPC,,,,18,8050,4400,3,6930,5380,,
1513,NPC,,,,18,8050,4400,4,10600,8780,,
1514,NPC,,,,18,8050,4400,4,6160,8100,,
1515,NPC,,,,18,8050,4400,5,9260,5910,,
1516,NPC,,,,18,8050,4400,6,2970,2140,,
1517,NPC,,,,18,8050,4400,7,2840,2300,,
1518,NPC,,,,18,8050,4400,8,3120,820,,
1519,NPC,,,,18,8050,4400,9,2860,1660,,
1520,NPC,,,,18,8050,4400,10,3000,2110,,
1521,NPC,,,,18,8050,4400,11,2050,1510,,
1522,NPC,,,,18,8050,4400,12,3000,1340,,
1523,NPC,,,,18,8050,4400,13,3050,2310,,
1524,NPC,,,,18,8050,4400,14,3255,2725,,
1525,NPC,,,,18,8050,4400,15,920,1650,,
1526,NPC,,,,18,8050,4400,16,3100,1100,,
1527,NPC,,,,18,8050,4400,17,4000,3800,,
1528,NPC,,,,18,8050,4400,137,4317,2128,,
1529,NPC,,,,18,8050,4400,143,8180,8060,,
1530,NPC,,,,137,4391,3262,1,4882,6388,,
1531,NPC,,,,137,4391,3262,2,8260,6340,,
1532,NPC,,,,137,4391,3262,3,10460,7570,,
1533,NPC,,,,137,4391,3262,3,7570,6090,,
1534,NPC,,,,137,4391,3262,3,6930,5380,,
1535,NPC,,,,137,4391,3262,4,10600,8780,,
1536,NPC,,,,137,4391,3262,4,6160,8100,,
1537,NPC,,,,137,4391,3262,5,9260,5910,,
1538,NPC,,,,137,4391,3262,6,2970,2140,,
1539,NPC,,,,137,4391,3262,7,2840,2300,,
1540,NPC,,,,137,4391,3262,8,3120,820,,
1541,NPC,,,,137,4391,3262,9,2860,1660,,
1542,NPC,,,,137,4391,3262,10,3000,2110,,
1543,NPC,,,,137,4391,3262,11,2050,1510,,
1544,NPC,,,,137,4391,3262,12,3000,1340,,
1545,NPC,,,,137,4391,3262,13,3050,2310,,
1546,NPC,,,,137,4391,3262,14,3255,2725,,
1547,NPC,,,,137,4391,3262,15,920,1650,,
1548,NPC,,,,137,4391,3262,16,3100,1100,,
1549,NPC,,,,137,4391,3262,17,4000,3800,,
1550,NPC,,,,137,4391,3262,18,8400,5000,,
1551,NPC,,,,137,4391,3262,143,8180,8060,,
1552,NPC,,,,143,7699,8393,1,4882,6388,,
1553,NPC,,,,143,7699,8393,2,8260,6340,,
1554,NPC,,,,143,7699,8393,3,10460,7570,,
1555,NPC,,,,143,7699,8393,3,7570,6090,,
1556,NPC,,,,143,7699,8393,3,6930,5380,,
1557,NPC,,,,143,7699,8393,4,10600,8780,,
1558,NPC,,,,143,7699,8393,4,6160,8100,,
1559,NPC,,,,143,7699,8393,5,9260,5910,,
1560,NPC,,,,143,7699,8393,6,2970,2140,,
1561,NPC,,,,143,7699,8393,7,2840,2300,,
1562,NPC,,,,143,7699,8393,8,3120,820,,
1563,NPC,,,,143,7699,8393,9,2860,1660,,
1564,NPC,,,,143,7699,8393,10,3000,2110,,
1565,NPC,,,,143,7699,8393,11,2050,1510,,
1566,NPC,,,,143,7699,8393,12,3000,1340,,
1567,NPC,,,,143,7699,8393,13,3050,2310,,
1568,NPC,,,,143,7699,8393,14,3255,2725,,
1569,NPC,,,,143,7699,8393,15,920,1650,,
1570,NPC,,,,143,7699,8393,16,3100,1100,,
1571,NPC,,,,143,7699,8393,17,4000,3800,,
1572,NPC,,,,143,7699,8393,18,8400,5000,,
1573,NPC,,,,87,560,1290,1,4882,6388,,
1574,NPC,,,,87,560,1290,2,8260,6340,,
1575,NPC,,,,87,560,1290,3,10460,7570,,
1576,NPC,,,,87,560,1290,3,7570,6090,,
1577,NPC,,,,87,560,1290,3,6930,5380,,
1578,NPC,,,,87,560,1290,4,10600,8780,,
1579,NPC,,,,87,560,1290,4,6160,8100,,
1580,NPC,,,,87,560,1290,5,9260,5910,,
1581,NPC,,,,87,560,1290,6,2970,2140,,
1582,NPC,,,,87,560,1290,7,2840,2300,,
1583,NPC,,,,87,560,1290,8,3090,720,,
1584,NPC,,,,87,560,1290,9,2860,1660,,
1585,NPC,,,,87,560,1290,10,3000,2110,,
1586,NPC,,,,87,560,1290,11,2050,1510,,
1587,NPC,,,,87,560,1290,12,3000,1340,,
1588,NPC,,,,87,560,1290,13,3050,2310,,
1589,NPC,,,,87,560,1290,14,3255,2725,,
1590,NPC,,,,87,560,1290,15,920,1650,,
1591,NPC,,,,87,560,1290,16,3100,1100,,
1592,NPC,,,,87,560,1290,17,4000,3800,,
1593,NPC,,,,87,560,1290,18,8400,5000,,
1594,NPC,,,,87,560,1290,137,4317,2128,,
1595,NPC,,,,87,560,1290,143,8180,8060,,
1596,Item,,,,-1,-1,-1,1,4882,6388,,
1597,Item,,,,-1,-1,-1,2,8260,6340,,
1598,Item,,,,-1,-1,-1,3,10460,7570,,
1599,Item,,,,-1,-1,-1,3,7570,6090,,
1600,Item,,,,-1,-1,-1,3,6930,5380,,
1601,Item,,,,-1,-1,-1,4,10600,8780,,
1602,Item,,,,-1,-1,-1,4,6160,8100,,
1603,Item,,,,-1,-1,-1,5,9260,5910,,
1604,Item,,,,-1,-1,-1,6,2970,2140,,
1605,Item,,,,-1,-1,-1,7,2840,2300,,
1606,Item,,,,-1,-1,-1,8,3120,820,,
1607,Item,,,,-1,-1,-1,9,2860,1660,,
1608,Item,,,,-1,-1,-1,10,3000,2110,,
1609,Item,,,,-1,-1,-1,11,2050,1510,,
1610,Item,,,,-1,-1,-1,12,3000,1340,,
1611,Item,,,,-1,-1,-1,13,3050,2310,,
1612,Item,,,,-1,-1,-1,14,3255,2725,,
1613,Item,,,,-1,-1,-1,15,920,1650,,
1614,Item,,,,-1,-1,-1,16,3100,1100,,
1615,Item,,,,-1,-1,-1,17,4000,3800,,
1616,Item,,,,-1,-1,-1,18,8400,5000,,
1617,Item,,,,-1,-1,-1,137,4317,2128,,
1618,Item,,,,-1,-1,-1,143,8180,8060,,
