ID,Name,Type,EquipPoint,Level,FactionID,BoundRule,SellPrice,Identifiable,Star,BuffID,SetID,DurationHour
10141146,Thú Cưỡi: Cự Viên,41,8,10,-1,1,4,false,1,-1,-1,720
10141147,Thú Cưỡi: Cự Viên,41,8,10,-1,1,4,false,1,-1,-1,2160
10141148,Thú Cưỡi: Cự Viên,41,8,10,-1,1,4,false,1,-1,-1,4320
10141149,Thú Cưỡi: Cự Viên,41,8,10,-1,1,4,false,1,-1,-1,-1
10141151,Thú Cưỡi: Mã Xa,41,8,10,-1,1,4,false,1,-1,-1,720
10141152,Thú Cưỡi: Lưu Ly Phụng,41,8,80,4,1,4,false,1,-1,-1,720
10141153,Thú Cưỡi: Lưu Ly Phụng,41,8,80,4,1,4,false,1,-1,-1,2160
10141154,Thú Cưỡi: Lưu Ly Phụng,41,8,80,4,1,4,false,1,-1,-1,4320
10141155,Thú Cưỡi: Lưu Ly Phụng,41,8,80,4,1,4,false,1,-1,-1,-1
10141156,Thú Cưỡi: Ngân Nguyệt Lang,41,8,80,2,1,4,false,1,-1,-1,720
10141157,Thú Cưỡi: Ngân Nguyệt Lang,41,8,80,2,1,4,false,1,-1,-1,2160
10141158,Thú Cưỡi: Ngân Nguyệt Lang,41,8,80,2,1,4,false,1,-1,-1,4320
10141159,Thú Cưỡi: Ngân Nguyệt Lang,41,8,80,2,1,4,false,1,-1,-1,-1
10141160,Thú Cưỡi: Liệt Diệm Sư,41,8,80,1,1,4,false,1,-1,-1,720
10141161,Thú Cưỡi: Liệt Diệm Sư,41,8,80,1,1,4,false,1,-1,-1,2160
10141162,Thú Cưỡi: Liệt Diệm Sư,41,8,80,1,1,4,false,1,-1,-1,4320
10141163,Thú Cưỡi: Liệt Diệm Sư,41,8,80,1,1,4,false,1,-1,-1,-1
10141164,Thú Cưỡi: Như Ý Hổ,41,8,80,0,1,4,false,1,-1,-1,720
10141165,Thú Cưỡi: Như Ý Hổ,41,8,80,0,1,4,false,1,-1,-1,2160
10141166,Thú Cưỡi: Như Ý Hổ,41,8,80,0,1,4,false,1,-1,-1,4320
10141167,Thú Cưỡi: Như Ý Hổ,41,8,80,0,1,4,false,1,-1,-1,-1
10141168,Thú Cưỡi: Long Huyết Mã,41,8,80,6,1,4,false,1,-1,-1,720
10141169,Thú Cưỡi: Long Huyết Mã,41,8,80,6,1,4,false,1,-1,-1,2160
10141170,Thú Cưỡi: Long Huyết Mã,41,8,80,6,1,4,false,1,-1,-1,4320
10141171,Thú Cưỡi: Long Huyết Mã,41,8,80,6,1,4,false,1,-1,-1,-1
10141172,Thú Cưỡi: Vụ Ảnh Điêu,41,8,80,7,1,4,false,1,-1,-1,720
10141173,Thú Cưỡi: Vụ Ảnh Điêu,41,8,80,7,1,4,false,1,-1,-1,2160
10141174,Thú Cưỡi: Vụ Ảnh Điêu,41,8,80,7,1,4,false,1,-1,-1,4320
10141175,Thú Cưỡi: Vụ Ảnh Điêu,41,8,80,7,1,4,false,1,-1,-1,-1
10141176,Thú Cưỡi: Thuỵ Liên Hạc,41,8,80,3,1,4,false,1,-1,-1,720
10141177,Thú Cưỡi: Thuỵ Liên Hạc,41,8,80,3,1,4,false,1,-1,-1,2160
10141178,Thú Cưỡi: Thuỵ Liên Hạc,41,8,80,3,1,4,false,1,-1,-1,4320
10141179,Thú Cưỡi: Thuỵ Liên Hạc,41,8,80,3,1,4,false,1,-1,-1,-1
10141180,Thú Cưỡi: Thất Thái Lộc,41,8,80,8,1,4,false,1,-1,-1,720
10141181,Thú Cưỡi: Thất Thái Lộc,41,8,80,8,1,4,false,1,-1,-1,2160
10141182,Thú Cưỡi: Thất Thái Lộc,41,8,80,8,1,4,false,1,-1,-1,4320
10141183,Thú Cưỡi: Thất Thái Lộc,41,8,80,8,1,4,false,1,-1,-1,-1
10141184,Thú Cưỡi: Thanh Mao Ngưu,41,8,80,5,1,4,false,1,-1,-1,720
10141185,Thú Cưỡi: Thanh Mao Ngưu,41,8,80,5,1,4,false,1,-1,-1,2160
10141186,Thú Cưỡi: Thanh Mao Ngưu,41,8,80,5,1,4,false,1,-1,-1,4320
10141187,Thú Cưỡi: Thanh Mao Ngưu,41,8,80,5,1,4,false,1,-1,-1,-1
10141188,Thú Cưỡi: Vũ Sư,41,8,10,-1,1,4,false,1,-1,-1,72
10141189,Cánh: Huyễn Vũ,41,8,10,-1,1,4,false,1,-1,-1,720
10141190,Cánh: Huyễn Vũ,41,8,10,-1,1,4,false,1,-1,-1,2160
10141191,Cánh: Huyễn Vũ,41,8,10,-1,1,4,false,1,-1,-1,4320
10141192,Cánh: Huyễn Vũ,41,8,10,-1,1,4,false,1,-1,-1,-1
10141193,Thú Cưỡi: Lục Ngô,41,8,10,-1,1,4,false,1,-1,-1,336
