ID,Name,Type,EquipPoint,Level,FactionID,BoundRule,SellPrice,Identifiable,Star,BuffID,SetID,DurationHour
10413025,Cửu Châu Y,13,2,58,-1,1,856,true,2,-1,-1,-1
10413026,Bất Diệt Y,13,2,68,-1,1,1172,true,2,-1,-1,-1
10413027,Long Tình Y,13,2,78,-1,1,1564,true,2,-1,-1,-1
10413028,Niết Bàn Thiên Y,13,2,88,-1,1,2184,true,2,-1,-1,-1
10413029,Tinh Phưởng Y,13,2,8,-1,1,72,true,2,-1,-1,-1
10413030,Linh Động Y,13,2,18,-1,1,101,true,2,-1,-1,-1
10413031,Bình Ngân Y,13,2,28,-1,1,197,true,2,-1,-1,-1
10413032,Thần Uy Y,13,2,38,-1,1,346,true,2,-1,-1,-1
10413033,Thúy Vũ Y,13,2,48,-1,1,577,true,2,-1,-1,-1
10413034,Cửu Châu Y,13,2,58,-1,1,856,true,2,-1,-1,-1
10413035,Bất Diệt Y,13,2,68,-1,1,1172,true,2,-1,-1,-1
10413036,Long Tình Y,13,2,78,-1,1,1564,true,2,-1,-1,-1
10413037,Long Tình Y,13,2,78,-1,1,1564,true,2,-1,-1,-1
10413038,Long Tình Y,13,2,78,-1,1,1564,true,2,-1,-1,-1
10413039,Linh Động Y,13,2,78,-1,1,101,true,2,-1,-1,-1
10413040,Bình Ngân Y,13,2,28,-1,1,197,true,2,-1,-1,-1
10413041,Thần Uy Y,13,2,38,-1,1,346,true,2,-1,-1,-1
10413042,Thúy Vũ Y,13,2,48,-1,1,577,true,2,-1,-1,-1
10413043,Cửu Châu Y,13,2,58,-1,1,856,true,2,-1,-1,-1
10413044,Bất Diệt Y,13,2,68,-1,1,1172,true,2,-1,-1,-1
10413045,Long Tình Y,13,2,78,-1,1,1564,true,2,-1,-1,-1
10413046,Thiên Tôn Ma Y,13,2,98,-1,1,2976,true,2,-1,-1,-1
10413047,Ngự Tứ Tinh Phưởng Y,13,2,1,-1,1,72,true,2,-1,108,-1
10413048,Chưa dùng,13,2,1,-1,1,72,true,2,-1,-1,-1
10413049,Chưa dùng,13,2,1,-1,1,72,true,2,-1,-1,-1
10413050,Cẩm Bạch Y,13,2,8,-1,1,72,true,3,-1,-1,-1
10413051,Tỵ Tà Y,13,2,18,-1,1,101,true,3,-1,-1,-1
10413052,Kim Ty Nhuyễn Giáp,13,2,28,-1,1,197,true,3,-1,-1,-1
10413053,Tán Tinh Y,13,2,38,-1,1,346,true,3,-1,-1,-1
10413054,Địa Hoàng Trụ,13,2,48,-1,1,577,true,3,-1,-1,-1
10413055,Áo Chiến Vân La,13,2,58,-1,1,856,true,3,-1,-1,-1
10413056,Kinh Vân Chiến Giáp,13,2,68,-1,1,1172,true,3,-1,-1,-1
10413057,Thiên Hiên Bảo Y,13,2,78,-1,1,1564,true,3,-1,-1,-1
10413058,Can Chi Thiên Giáp,13,2,88,-1,1,2184,true,3,-1,-1,-1
10413059,Ma Thánh Hợp Thể,13,2,98,-1,1,2976,true,3,-1,-1,-1
10413060,Vô Lượng Pháp Y,13,2,9,-1,1,800,true,2,-1,-1,-1
10413061,Võ Hầu Bào,13,2,9,-1,1,800,true,3,-1,-1,-1
10413062,Kim Lũ Y,13,2,18,-1,1,800,true,2,-1,-1,-1
10413063,Thủ Hộ Giả Pháp Y,13,2,18,-1,1,800,true,2,-1,-1,-1
10413064,Khôi Lỗi Y,13,2,23,-1,1,800,true,2,-1,-1,-1
10413065,Huyết Dư Hỏa Đích Ấng Bão,13,2,25,-1,1,800,true,3,-1,-1,-1
10413066,Tần Gia Trại Toả Liên Giáp,13,2,35,-1,1,800,true,2,-1,-1,-1
10413067,Lôi Hoán Tinh Chế Chiến Giáp,13,2,38,-1,1,800,true,2,-1,-1,-1
10413068,Nhất Sinh Thủ Hộ,13,2,43,-1,1,800,true,3,-1,-1,-1
10413069,Liễu Diệp Miên Trúc Khải,13,2,48,-1,1,800,true,3,-1,-1,-1
10413070,Sâm Tinh Chiến Giáp,13,2,53,-1,1,800,true,2,-1,-1,-1
10413071,Chức Võng Chiến Giáp,13,2,55,-1,1,800,true,2,-1,-1,-1
10413072,Vong Giả Giáp Trụ,13,2,65,-1,1,800,true,2,-1,-1,-1
10413073,Cách Lý Cao Lợi Trường Bào,13,2,70,-1,1,800,true,3,-1,-1,-1
10413074,Khôi Lỗi Ngoại Giáp,13,2,72,-1,1,800,true,2,-1,-1,-1
10413075,Lý Thông Tẩm Huyết Triều Y,13,2,80,-1,1,800,true,3,-1,-1,-1
10413076,Nam Vực Kiếm Phái Kiếm Đạo Phục,13,2,80,-1,1,800,true,2,-1,-1,-1
10413077,Cổ Đại Y Giả Chi Y,13,2,80,-1,1,800,true,2,-1,-1,-1
10413078,Cổ Đằng Hung Giáp,13,2,87,-1,1,800,true,2,-1,-1,-1
10413079,Ấn Tế Chi Y,13,2,90,-1,1,800,true,2,-1,-1,-1
10413080,Thanh Thanh Tử Khâm,13,2,92,-1,1,800,true,2,-1,-1,-1
10413081,Băng Phong Giáp,13,2,98,-1,1,800,true,3,-1,-1,-1
10413082,Cổn Long Bào,13,2,98,-1,1,800,true,2,-1,-1,-1
10413083,Tần Võ - Tuyệt,13,2,75,-1,1,1564,true,3,-1,139,-1
10413084,Tần Hồn - Không,13,2,85,-1,1,2184,true,3,-1,140,-1
10413085,Tần Võ - Chiến,13,2,75,-1,1,1564,true,3,-1,141,-1
10413086,Tần Hồn - Thương,13,2,85,-1,1,2184,true,3,-1,142,-1
10413087,Phiêu Kỵ Thô Bố Chiến Bào,13,2,30,-1,1,1,true,2,-1,159,-1
10413088,Phiêu Kỵ Lăng La Chiến Bào,13,2,50,-1,1,1,true,2,-1,160,-1
10413089,Phiêu Kỵ Kim Ty Chiến Bào,13,2,70,-1,1,1,true,2,-1,161,-1
10413090,Phiêu Kỵ Điêu Long Chiến Bào,13,2,90,-1,1,1,true,2,-1,162,-1
10413091,Phiêu Kỵ Thanh Đồng Chiến Giáp,13,2,30,-1,1,1,true,2,-1,155,-1
10413092,Phiêu Kỵ Bạch Ngân Chiến Giáp,13,2,50,-1,1,1,true,2,-1,156,-1
10413093,Phiêu Kỵ Hoàng Kim Chiến Giáp,13,2,70,-1,1,1,true,2,-1,157,-1
10413094,Phiêu Kỵ Bạch Kim Chiến Giáp,13,2,90,-1,1,1,true,2,-1,158,-1
10413095,Thành Chí Quan Hoài,13,2,5,-1,1,1,true,2,-1,-1,-1
10413096,Thôi Xán Chi Y,13,2,40,-1,1,1,true,4,-1,-1,-1
10413097,Tiêu Hà Y,13,2,15,-1,1,4,true,3,-1,178,-1
10413098,Sơ Trần Y,13,2,15,-1,1,4,true,3,-1,180,-1
10413099,Nghênh Tân Cẩm Y,13,2,15,-1,1,4,true,3,-1,181,-1
10413100,Tường Long Y,13,2,15,-1,1,4,true,3,-1,192,-1
10413101,Sơ Trần Y,13,2,15,-1,1,4,true,3,-1,193,-1
10413106,Ty Hoa Giới Chỉ,13,6,8,-1,1,1,true,2,-1,-1,-1
10413107,Huyền Thiết Khải,13,2,22,-1,1,1,true,2,-1,-1,-1
10413108,Ngân Tỏa Khải,13,2,8,-1,1,1,true,2,-1,-1,-1
10413109,Huyền Thiết Khải,13,2,22,-1,1,1,true,2,-1,-1,-1
10414001,Vạn Kiếp Cốc Tinh Cương Uyển Giáp,14,14,20,-1,1,111,true,2,-1,-1,-1
10414002,Vạn Kiếp Cốc Toả Liên Uyển Giáp,14,14,20,-1,1,111,true,2,-1,-1,-1
10414003,Vạn Kiếp Cốc Thúc Bì Uyển Giáp,14,14,20,-1,1,111,true,2,-1,-1,-1
10414004,Vạn Kiếp Cốc Bách Kết Uyển Giáp,14,14,20,-1,1,111,true,2,-1,-1,-1
10414005,Thiên Hàn Tinh Nguyên Ung Uyển Giáp,14,14,30,-1,1,231,true,3,-1,-1,-1
10414006,Thiên Khác Tinh Huyền Cung Uyển Giáp,14,14,30,-1,1,231,true,3,-1,-1,-1
10414007,Thiên Bá Tinh Thúc Nhân Uyển Giáp,14,14,30,-1,1,231,true,3,-1,-1,-1
10414008,Thiên Đức Tinh Huyền Minh Uyển Giáp,14,14,30,-1,1,231,true,3,-1,-1,-1
10414009,Ngự Doanh Hộ Uyển,14,14,50,-1,1,615,true,2,-1,-1,-1
10414010,Hổ Trướng Hộ Uyển,14,14,50,-1,1,615,true,2,-1,-1,-1
10414011,Sơn Âm Hộ Uyển,14,14,50,-1,1,615,true,2,-1,-1,-1
10414012,Sơn Dương Hộ Uyển,14,14,50,-1,1,615,true,2,-1,-1,-1
10414013,Thắng Phụ Thủ,14,14,60,-1,1,879,true,2,-1,-1,-1
10414014,Đại Quốc Thủ,14,14,60,-1,1,879,true,2,-1,-1,-1
10414015,Vô Mục Thủ,14,14,60,-1,1,879,true,2,-1,-1,-1
10414016,Thực Nhục Tầm Bì Hộ Uyển,14,14,60,-1,1,879,true,3,-1,-1,-1
10414017,Khô Tinh Ô Nê Hộ Uyển,14,14,70,-1,1,1191,true,2,-1,-1,-1
10414018,Vô Tri Vô Giác Hộ Uyển,14,14,70,-1,1,1191,true,2,-1,-1,-1
10414019,Hắc Ám Băng Tuyết Hộ Uyển,14,14,70,-1,1,1191,true,2,-1,-1,-1
10414020,Ngự Tứ Hoàng Kim Uyển Giáp,14,14,40,-1,1,399,true,2,-1,111,-1
10414021,Ngự Tứ Hỗn Độn Hộ Uyển,14,14,50,-1,1,615,true,2,-1,112,-1
10414022,Ngự Tứ Phi Hổ Uyển Giáp,14,14,60,-1,1,879,true,2,-1,113,-1
10414023,Ngự Tứ Thiên Uy Hộ Uyển Giáp,14,14,70,-1,1,1191,true,2,-1,114,-1
10414024,Ngự Tứ Thục Cẩm Hộ Uyển,14,14,40,-1,1,399,true,2,-1,117,-1
10414025,Ngự Tứ Huyền Minh Hộ Uyển,14,14,50,-1,1,615,true,2,-1,118,-1
10414026,Ngự Tứ Đằng Long Hộ Uyển,14,14,60,-1,1,879,true,2,-1,119,-1
10414027,Ngự Tứ Thiên Cơ Hộ Uyển,14,14,70,-1,1,1191,true,2,-1,120,-1
10414028,Ngự Tứ Nam Ky Hộ Uyển,14,14,80,-1,1,400,true,2,-1,124,-1
10414029,Ngự Tứ Bắc Đẩu Hộ Uyển Giáp,14,14,80,-1,1,400,true,2,-1,122,-1
10414030,Ngự Tứ Vương Sư Hộ Uyển,14,14,90,-1,1,800,true,2,-1,125,-1
10414031,Ngự Tứ Bá Chủ Hộ Uyển Giáp,14,14,90,-1,1,800,true,2,-1,123,-1
10414032,Hộ Uyển,14,14,53,-1,1,688,true,2,-1,-1,-1
10414033,Hộ Uyển,14,14,55,-1,1,740,true,2,-1,-1,-1
10414034,Hộ Uyển,14,14,65,-1,1,1028,true,2,-1,-1,-1
10414035,Hộ Uyển,14,14,70,-1,1,1191,true,2,-1,-1,-1
10414036,Hộ Uyển,14,14,72,-1,1,1259,true,2,-1,-1,-1
10414037,Hộ Uyển,14,14,80,-1,1,1551,true,2,-1,-1,-1
10414038,Hộ Uyển,14,14,80,-1,1,1551,true,2,-1,-1,-1
10414039,Hộ Uyển,14,14,80,-1,1,1551,true,2,-1,-1,-1
10414040,Hộ Uyển,14,14,87,-1,1,1831,true,2,-1,-1,-1
10414041,Hộ Uyển,14,14,90,-1,1,1959,true,2,-1,-1,-1
10414042,Hộ Uyển,14,14,92,-1,1,2046,true,2,-1,-1,-1
10414043,Hộ Uyển,14,14,98,-1,1,2320,true,2,-1,-1,-1
10414044,Hộ Uyển,14,14,98,-1,1,2320,true,2,-1,-1,-1
10414045,Phiêu Kỵ Thô Bố Hộ Uyển,14,14,30,-1,1,1,true,2,-1,159,-1
10414046,Phiêu Kỵ Lăng La Hộ Uyển,14,14,50,-1,1,1,true,2,-1,160,-1
10414047,Phiêu Kỵ Kim Ty Hộ Uyển,14,14,70,-1,1,1,true,2,-1,161,-1
10414048,Phiêu Kỵ Điêu Long Hộ Uyển,14,14,90,-1,1,1,true,2,-1,162,-1
10414049,Phiêu Kỵ Thanh Đồng Hộ Uyển,14,14,30,-1,1,1,true,2,-1,155,-1
10414050,Phiêu Kỵ Bạch Ngân Hộ Uyển,14,14,50,-1,1,1,true,2,-1,156,-1
10414051,Phiêu Kỵ Hoàng Kim Hộ Uyển,14,14,70,-1,1,1,true,2,-1,157,-1
10414052,Phiêu Kỵ Bạch Kim Hộ Uyển,14,14,90,-1,1,1,true,2,-1,158,-1
10414053,Vô Ưu Chi Uyển (Hải Ngoại),14,14,1,-1,1,1,true,2,-1,163,-1
10414054,Vô Ưu Chi Uyển,14,14,1,-1,1,3,true,2,-1,177,-1
10414541,Lục Bác Hộ Uyển,14,14,50,-1,2,856,true,4,-1,-1,-1
10414542,Lục Bác Hộ Uyển,14,14,50,-1,2,856,true,4,-1,-1,-1
10414543,Lục Bác Hộ Uyển,14,14,50,-1,2,856,true,4,-1,-1,-1
