ID,Name,Type,EquipPoint,Level,FactionID,BoundRule,SellPrice,Identifiable,Star,BuffID,SetID,DurationHour
10440480,Vô Cực Như Mộng Quán,10,1,80,-1,2,1551,true,1,-1,-1,-1
10440481,Vô Cực Thánh Mục Mão,10,1,81,-1,2,1589,true,1,-1,-1,-1
10440482,Vô Cực Thánh Mục Mão,10,1,82,-1,2,1628,true,1,-1,-1,-1
10440483,Vô Cực Thánh Mục Mão,10,1,83,-1,2,1668,true,1,-1,-1,-1
10440484,Vô Cực Thánh Mục Mão,10,1,84,-1,2,1708,true,1,-1,-1,-1
10440485,Vô Cực Thánh Mục Mão,10,1,85,-1,2,1748,true,1,-1,-1,-1
10440486,Vô Cực Thánh Mục Mão,10,1,86,-1,2,1789,true,1,-1,-1,-1
10440487,Vô Cực Thánh Mục Mão,10,1,87,-1,2,1831,true,1,-1,-1,-1
10440488,Vô Cực Thánh Mục Mão,10,1,88,-1,2,1873,true,1,-1,-1,-1
10440489,Vô Cực Thánh Mục Mão,10,1,89,-1,2,1916,true,1,-1,-1,-1
10440490,Vô Cực Thánh Mục Mão,10,1,90,-1,2,1959,true,1,-1,-1,-1
10440491,Vô Cực Linh Động Thiên Quán,10,1,91,-1,2,2002,true,1,-1,-1,-1
10440492,Vô Cực Linh Động Thiên Quán,10,1,92,-1,2,2046,true,1,-1,-1,-1
10440493,Vô Cực Linh Động Thiên Quán,10,1,93,-1,2,2090,true,1,-1,-1,-1
10440494,Vô Cực Linh Động Thiên Quán,10,1,94,-1,2,2135,true,1,-1,-1,-1
10440495,Vô Cực Linh Động Thiên Quán,10,1,95,-1,2,2180,true,1,-1,-1,-1
10440496,Vô Cực Linh Động Thiên Quán,10,1,96,-1,2,2226,true,1,-1,-1,-1
10440497,Vô Cực Linh Động Thiên Quán,10,1,97,-1,2,2272,true,1,-1,-1,-1
10440498,Vô Cực Linh Động Thiên Quán,10,1,98,-1,2,2320,true,1,-1,-1,-1
10440499,Vô Cực Linh Động Thiên Quán,10,1,99,-1,2,2367,true,1,-1,-1,-1
10440500,Vô Cực Linh Động Thiên Quán,10,1,100,-1,2,2415,true,1,-1,-1,-1
10440501,Hoang Độc Miên Bố Mão,10,1,1,-1,2,15,true,1,-1,-1,-1
10440502,Hoang Độc Miên Bố Mão,10,1,2,-1,2,16,true,1,-1,-1,-1
10440503,Hoang Độc Miên Bố Mão,10,1,3,-1,2,16,true,1,-1,-1,-1
10440504,Hoang Độc Miên Bố Mão,10,1,4,-1,2,18,true,1,-1,-1,-1
10440505,Hoang Độc Miên Bố Mão,10,1,5,-1,2,20,true,1,-1,-1,-1
10440506,Hoang Độc Miên Bố Mão,10,1,6,-1,2,23,true,1,-1,-1,-1
10440507,Hoang Độc Miên Bố Mão,10,1,7,-1,2,26,true,1,-1,-1,-1
10440508,Hoang Độc Miên Bố Mão,10,1,8,-1,2,30,true,1,-1,-1,-1
10440509,Hoang Độc Miên Bố Mão,10,1,9,-1,2,34,true,1,-1,-1,-1
10440510,Hoang Độc Miên Bố Mão,10,1,10,-1,2,39,true,1,-1,-1,-1
10440511,Hoang Độc Miên Ty Mão,10,1,11,-1,2,44,true,1,-1,-1,-1
10440512,Hoang Độc Miên Ty Mão,10,1,12,-1,2,49,true,1,-1,-1,-1
10440513,Hoang Độc Miên Ty Mão,10,1,13,-1,2,55,true,1,-1,-1,-1
10440514,Hoang Độc Miên Ty Mão,10,1,14,-1,2,61,true,1,-1,-1,-1
10440515,Hoang Độc Miên Ty Mão,10,1,15,-1,2,68,true,1,-1,-1,-1
10440516,Hoang Độc Miên Ty Mão,10,1,16,-1,2,76,true,1,-1,-1,-1
10440517,Hoang Độc Miên Ty Mão,10,1,17,-1,2,84,true,1,-1,-1,-1
10440518,Hoang Độc Miên Ty Mão,10,1,18,-1,2,92,true,1,-1,-1,-1
10440519,Hoang Độc Miên Ty Mão,10,1,19,-1,2,101,true,1,-1,-1,-1
10440520,Hoang Độc Miên Ty Mão,10,1,20,-1,2,111,true,1,-1,-1,-1
10440521,Hoang Độc Bồ Bố Mão,10,1,21,-1,2,120,true,1,-1,-1,-1
10440522,Hoang Độc Bồ Bố Mão,10,1,22,-1,2,131,true,1,-1,-1,-1
10440523,Hoang Độc Bồ Bố Mão,10,1,23,-1,2,141,true,1,-1,-1,-1
10440524,Hoang Độc Bồ Bố Mão,10,1,24,-1,2,152,true,1,-1,-1,-1
10440525,Hoang Độc Bồ Bố Mão,10,1,25,-1,2,164,true,1,-1,-1,-1
10440526,Hoang Độc Bồ Bố Mão,10,1,26,-1,2,176,true,1,-1,-1,-1
10440527,Hoang Độc Bồ Bố Mão,10,1,27,-1,2,189,true,1,-1,-1,-1
10440528,Hoang Độc Bồ Bố Mão,10,1,28,-1,2,203,true,1,-1,-1,-1
10440529,Hoang Độc Bồ Bố Mão,10,1,29,-1,2,216,true,1,-1,-1,-1
10440530,Hoang Độc Bồ Bố Mão,10,1,30,-1,2,231,true,1,-1,-1,-1
10440531,Hoang Độc Chân Ty Mão,10,1,31,-1,2,245,true,1,-1,-1,-1
10440532,Hoang Độc Chân Ty Mão,10,1,32,-1,2,260,true,1,-1,-1,-1
10440533,Hoang Độc Chân Ty Mão,10,1,33,-1,2,276,true,1,-1,-1,-1
10440534,Hoang Độc Chân Ty Mão,10,1,34,-1,2,292,true,1,-1,-1,-1
10440535,Hoang Độc Chân Ty Mão,10,1,35,-1,2,308,true,1,-1,-1,-1
10440536,Hoang Độc Chân Ty Mão,10,1,36,-1,2,325,true,1,-1,-1,-1
10440537,Hoang Độc Chân Ty Mão,10,1,37,-1,2,343,true,1,-1,-1,-1
10440538,Hoang Độc Chân Ty Mão,10,1,38,-1,2,361,true,1,-1,-1,-1
10440539,Hoang Độc Chân Ty Mão,10,1,39,-1,2,380,true,1,-1,-1,-1
10440540,Hoang Độc Chân Ty Mão,10,1,40,-1,2,399,true,1,-1,-1,-1
10440541,Hoang Độc Tôcẩm Mão,10,1,41,-1,2,418,true,1,-1,-1,-1
10440542,Hoang Độc Tôcẩm Mão,10,1,42,-1,2,438,true,1,-1,-1,-1
10440543,Hoang Độc Tôcẩm Mão,10,1,43,-1,2,458,true,1,-1,-1,-1
10440544,Hoang Độc Tôcẩm Mão,10,1,44,-1,2,479,true,1,-1,-1,-1
10440545,Hoang Độc Tôcẩm Mão,10,1,45,-1,2,500,true,1,-1,-1,-1
10440546,Hoang Độc Tôcẩm Mão,10,1,46,-1,2,522,true,1,-1,-1,-1
10440547,Hoang Độc Tôcẩm Mão,10,1,47,-1,2,544,true,1,-1,-1,-1
10440548,Hoang Độc Tôcẩm Mão,10,1,48,-1,2,568,true,1,-1,-1,-1
10440549,Hoang Độc Tôcẩm Mão,10,1,49,-1,2,591,true,1,-1,-1,-1
10440550,Hoang Độc Tôcẩm Mão,10,1,50,-1,2,615,true,1,-1,-1,-1
10440551,Hoang Độc Thanh Nga Quán,10,1,51,-1,2,639,true,1,-1,-1,-1
10440552,Hoang Độc Thanh Nga Quán,10,1,52,-1,2,664,true,1,-1,-1,-1
10440553,Hoang Độc Thanh Nga Quán,10,1,53,-1,2,688,true,1,-1,-1,-1
10440554,Hoang Độc Thanh Nga Quán,10,1,54,-1,2,714,true,1,-1,-1,-1
10440555,Hoang Độc Thanh Nga Quán,10,1,55,-1,2,740,true,1,-1,-1,-1
10440556,Hoang Độc Thanh Nga Quán,10,1,56,-1,2,767,true,1,-1,-1,-1
10440557,Hoang Độc Thanh Nga Quán,10,1,57,-1,2,794,true,1,-1,-1,-1
10440558,Hoang Độc Thanh Nga Quán,10,1,58,-1,2,822,true,1,-1,-1,-1
10440559,Hoang Độc Thanh Nga Quán,10,1,59,-1,2,850,true,1,-1,-1,-1
10440560,Hoang Độc Thanh Nga Quán,10,1,60,-1,2,879,true,1,-1,-1,-1
10440561,Hoang Độc Tứ Hải Quán,10,1,61,-1,2,908,true,1,-1,-1,-1
10440562,Hoang Độc Tứ Hải Quán,10,1,62,-1,2,937,true,1,-1,-1,-1
10440563,Hoang Độc Tứ Hải Quán,10,1,63,-1,2,967,true,1,-1,-1,-1
10440564,Hoang Độc Tứ Hải Quán,10,1,64,-1,2,997,true,1,-1,-1,-1
10440565,Hoang Độc Tứ Hải Quán,10,1,65,-1,2,1028,true,1,-1,-1,-1
10440566,Hoang Độc Tứ Hải Quán,10,1,66,-1,2,1060,true,1,-1,-1,-1
10440567,Hoang Độc Tứ Hải Quán,10,1,67,-1,2,1092,true,1,-1,-1,-1
10440568,Hoang Độc Tứ Hải Quán,10,1,68,-1,2,1124,true,1,-1,-1,-1
10440569,Hoang Độc Tứ Hải Quán,10,1,69,-1,2,1157,true,1,-1,-1,-1
10440570,Hoang Độc Tứ Hải Quán,10,1,70,-1,2,1191,true,1,-1,-1,-1
10440571,Hoang Độc Như Mộng Quán,10,1,71,-1,2,1224,true,1,-1,-1,-1
10440572,Hoang Độc Như Mộng Quán,10,1,72,-1,2,1259,true,1,-1,-1,-1
10440573,Hoang Độc Như Mộng Quán,10,1,73,-1,2,1293,true,1,-1,-1,-1
10440574,Hoang Độc Như Mộng Quán,10,1,74,-1,2,1328,true,1,-1,-1,-1
10440575,Hoang Độc Như Mộng Quán,10,1,75,-1,2,1364,true,1,-1,-1,-1
10440576,Hoang Độc Như Mộng Quán,10,1,76,-1,2,1400,true,1,-1,-1,-1
10440577,Hoang Độc Như Mộng Quán,10,1,77,-1,2,1437,true,1,-1,-1,-1
10440578,Hoang Độc Như Mộng Quán,10,1,78,-1,2,1475,true,1,-1,-1,-1
10440579,Hoang Độc Như Mộng Quán,10,1,79,-1,2,1512,true,1,-1,-1,-1
10440580,Hoang Độc Như Mộng Quán,10,1,80,-1,2,1551,true,1,-1,-1,-1
10440581,Hoang Độc Thánh Mục Mão,10,1,81,-1,2,1589,true,1,-1,-1,-1
10440582,Hoang Độc Thánh Mục Mão,10,1,82,-1,2,1628,true,1,-1,-1,-1
10440583,Hoang Độc Thánh Mục Mão,10,1,83,-1,2,1668,true,1,-1,-1,-1
10440584,Hoang Độc Thánh Mục Mão,10,1,84,-1,2,1708,true,1,-1,-1,-1
10440585,Hoang Độc Thánh Mục Mão,10,1,85,-1,2,1748,true,1,-1,-1,-1
10440586,Hoang Độc Thánh Mục Mão,10,1,86,-1,2,1789,true,1,-1,-1,-1
10440587,Hoang Độc Thánh Mục Mão,10,1,87,-1,2,1831,true,1,-1,-1,-1
10440588,Hoang Độc Thánh Mục Mão,10,1,88,-1,2,1873,true,1,-1,-1,-1
10440589,Hoang Độc Thánh Mục Mão,10,1,89,-1,2,1916,true,1,-1,-1,-1
10440590,Hoang Độc Thánh Mục Mão,10,1,90,-1,2,1959,true,1,-1,-1,-1
10440591,Hoang Độc Linh Động Thiên Quán,10,1,91,-1,2,2002,true,1,-1,-1,-1
10440592,Hoang Độc Linh Động Thiên Quán,10,1,92,-1,2,2046,true,1,-1,-1,-1
10440593,Hoang Độc Linh Động Thiên Quán,10,1,93,-1,2,2090,true,1,-1,-1,-1
10440594,Hoang Độc Linh Động Thiên Quán,10,1,94,-1,2,2135,true,1,-1,-1,-1
10440595,Hoang Độc Linh Động Thiên Quán,10,1,95,-1,2,2180,true,1,-1,-1,-1
10440596,Hoang Độc Linh Động Thiên Quán,10,1,96,-1,2,2226,true,1,-1,-1,-1
10440597,Hoang Độc Linh Động Thiên Quán,10,1,97,-1,2,2272,true,1,-1,-1,-1
10440598,Hoang Độc Linh Động Thiên Quán,10,1,98,-1,2,2320,true,1,-1,-1,-1
10440599,Hoang Độc Linh Động Thiên Quán,10,1,99,-1,2,2367,true,1,-1,-1,-1
10440600,Hoang Độc Linh Động Thiên Quán,10,1,100,-1,2,2415,true,1,-1,-1,-1
10440601,Vô Tướng Tích Bì Mão,10,1,1,-1,2,15,true,1,-1,-1,-1
10440602,Vô Tướng Tích Bì Mão,10,1,2,-1,2,16,true,1,-1,-1,-1
10440603,Vô Tướng Tích Bì Mão,10,1,3,-1,2,16,true,1,-1,-1,-1
10440604,Vô Tướng Tích Bì Mão,10,1,4,-1,2,18,true,1,-1,-1,-1
10440605,Vô Tướng Tích Bì Mão,10,1,5,-1,2,20,true,1,-1,-1,-1
10440606,Vô Tướng Tích Bì Mão,10,1,6,-1,2,23,true,1,-1,-1,-1
10440607,Vô Tướng Tích Bì Mão,10,1,7,-1,2,26,true,1,-1,-1,-1
10440608,Vô Tướng Tích Bì Mão,10,1,8,-1,2,30,true,1,-1,-1,-1
10440609,Vô Tướng Tích Bì Mão,10,1,9,-1,2,34,true,1,-1,-1,-1
10440610,Vô Tướng Tích Bì Mão,10,1,10,-1,2,39,true,1,-1,-1,-1
10440611,Vô Tướng Ngân Bì Mão,10,1,11,-1,2,44,true,1,-1,-1,-1
10440612,Vô Tướng Ngân Bì Mão,10,1,12,-1,2,49,true,1,-1,-1,-1
10440613,Vô Tướng Ngân Bì Mão,10,1,13,-1,2,55,true,1,-1,-1,-1
10440614,Vô Tướng Ngân Bì Mão,10,1,14,-1,2,61,true,1,-1,-1,-1
10440615,Vô Tướng Ngân Bì Mão,10,1,15,-1,2,68,true,1,-1,-1,-1
10440616,Vô Tướng Ngân Bì Mão,10,1,16,-1,2,76,true,1,-1,-1,-1
10440617,Vô Tướng Ngân Bì Mão,10,1,17,-1,2,84,true,1,-1,-1,-1
10440618,Vô Tướng Ngân Bì Mão,10,1,18,-1,2,92,true,1,-1,-1,-1
10440619,Vô Tướng Ngân Bì Mão,10,1,19,-1,2,101,true,1,-1,-1,-1
10440620,Vô Tướng Ngân Bì Mão,10,1,20,-1,2,111,true,1,-1,-1,-1
10440621,Vô Tướng Bì Lân Mão,10,1,21,-1,2,120,true,1,-1,-1,-1
10440622,Vô Tướng Bì Lân Mão,10,1,22,-1,2,131,true,1,-1,-1,-1
10440623,Vô Tướng Bì Lân Mão,10,1,23,-1,2,141,true,1,-1,-1,-1
10440624,Vô Tướng Bì Lân Mão,10,1,24,-1,2,152,true,1,-1,-1,-1
10440625,Vô Tướng Bì Lân Mão,10,1,25,-1,2,164,true,1,-1,-1,-1
10440626,Vô Tướng Bì Lân Mão,10,1,26,-1,2,176,true,1,-1,-1,-1
10440627,Vô Tướng Bì Lân Mão,10,1,27,-1,2,189,true,1,-1,-1,-1
10440628,Vô Tướng Bì Lân Mão,10,1,28,-1,2,203,true,1,-1,-1,-1
10440629,Vô Tướng Bì Lân Mão,10,1,29,-1,2,216,true,1,-1,-1,-1
