ID,Name,Type,EquipPoint,IsWeaponPosition,Level,FactionID,BoundRule,BasePrice,SellPrice,Durability,Identifiable,Star,BuffID,SetID,DurationHour,BaseAttributesJSON,AttributesJSON,Description
10443486,Vô Cực Thánh Mục Y,13,2,false,86,-1,2,2237,1789,182,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""709""},{""Symbol"":""magic_magicdefbase"",""Value"":""709""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Áo được thêu dệt từ tơ tằm, nghe đồn có khảm con mắt thứ ba của Nhị Lang Thần, cực kỳ quý hiếm."
10443487,Vô Cực Thánh Mục Y,13,2,false,87,-1,2,2289,1831,184,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""709""},{""Symbol"":""magic_magicdefbase"",""Value"":""709""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Áo được thêu dệt từ tơ tằm, nghe đồn có khảm con mắt thứ ba của Nhị Lang Thần, cực kỳ quý hiếm."
10443488,Vô Cực Thánh Mục Y,13,2,false,88,-1,2,2342,1873,185,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""709""},{""Symbol"":""magic_magicdefbase"",""Value"":""709""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Áo được thêu dệt từ tơ tằm, nghe đồn có khảm con mắt thứ ba của Nhị Lang Thần, cực kỳ quý hiếm."
10443489,Vô Cực Thánh Mục Y,13,2,false,89,-1,2,2395,1916,186,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""709""},{""Symbol"":""magic_magicdefbase"",""Value"":""709""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Áo được thêu dệt từ tơ tằm, nghe đồn có khảm con mắt thứ ba của Nhị Lang Thần, cực kỳ quý hiếm."
10443490,Vô Cực Thánh Mục Y,13,2,false,90,-1,2,2449,1959,187,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Áo được thêu dệt từ tơ tằm, nghe đồn có khảm con mắt thứ ba của Nhị Lang Thần, cực kỳ quý hiếm."
10443491,Vô Cực Linh Động Thiên Y,13,2,false,91,-1,2,2503,2002,176,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
10443492,Vô Cực Linh Động Thiên Y,13,2,false,92,-1,2,2558,2046,177,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
10443493,Vô Cực Linh Động Thiên Y,13,2,false,93,-1,2,2613,2090,179,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
10443494,Vô Cực Linh Động Thiên Y,13,2,false,94,-1,2,2669,2135,180,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
10443495,Vô Cực Linh Động Thiên Y,13,2,false,95,-1,2,2726,2180,181,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
10443496,Vô Cực Linh Động Thiên Y,13,2,false,96,-1,2,2783,2226,182,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
10443497,Vô Cực Linh Động Thiên Y,13,2,false,97,-1,2,2841,2272,184,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
10443498,Vô Cực Linh Động Thiên Y,13,2,false,98,-1,2,2900,2320,185,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
10443499,Vô Cực Linh Động Thiên Y,13,2,false,99,-1,2,2959,2367,186,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""794""},{""Symbol"":""magic_magicdefbase"",""Value"":""794""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
10443500,Vô Cực Linh Động Thiên Y,13,2,false,100,-1,2,3019,2415,187,true,1,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""880""},{""Symbol"":""magic_magicdefbase"",""Value"":""880""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_intelligence"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Truyền thuyết nói sử dụng lông của độc giác thú để dệt thành Thiên Y, Chắc chắn vô cùng, tỏa ra sức mạnh vô hạn"
