ID,Name,Type,EquipPoint,Level,FactionID,BoundRule,SellPrice,Identifiable,Star,BuffID,SetID,DurationHour
10100000,Thanh Đồng Đao,0,0,1,-1,2,16,false,1,-1,-1,-1
10100001,Bạt Phong Đao,0,0,10,-1,2,144,false,1,-1,-1,-1
10100002,Chiết Thiết Đao,0,0,20,-1,2,432,false,1,-1,-1,-1
10100003,Cổ Nguyệt Đao,0,0,30,-1,2,920,false,1,-1,-1,-1
10100004,Khai Sơn Viện,0,0,40,-1,2,1424,false,1,-1,-1,-1
10100005,Kim Bối Đao,0,0,50,-1,2,2160,false,1,-1,-1,-1
10100006,Nguyệt Nha Sản,0,0,60,-1,2,3080,false,1,-1,-1,-1
10100007,Liệt Diệm Đao,0,0,70,-1,2,4456,false,1,-1,-1,-1
10100008,Ô Long Sản,0,0,80,-1,2,5960,false,1,-1,-1,-1
10100009,Tử Kim Đao,0,0,90,-1,2,7960,false,1,-1,-1,-1
10100010,Chấn Thiên Phủ,0,0,100,-1,2,12800,false,1,-1,-1,-1
10100011,Khổ Lực Trảm Sài Đao,0,0,1,-1,1,8000,true,9,-1,-1,-1
10100012,Ô Mã Phủ,0,0,110,-1,2,15488,false,1,-1,-1,-1
10100013,Khảm Kim Minh Đầu Chuý,0,0,120,-1,2,18432,false,1,-1,-1,-1
10100014,Đao Phổ Cấp 130,0,0,130,-1,2,21632,false,1,-1,-1,-1
10100015,Đao Phổ Cấp 140,0,0,140,-1,2,25088,false,1,-1,-1,-1
10100016,Đao Phổ Cấp 150,0,0,150,-1,2,28800,false,1,-1,-1,-1
10100021,Nhiệm Vụ Tạm Thời Chiếm Dụng,0,0,100,-1,2,12800,false,1,-1,-1,-1
10100031,Cần Câu Cá,0,0,10,-1,1,144,false,1,-1,-1,-1
10100032,Thái Công Điếu,0,0,10,-1,2,4000,false,1,-1,-1,-1
10100100,Đại Trảm Đao,0,0,1,-1,2,1,false,1,-1,-1,-1
10101000,Điểm Cương Thương,1,0,1,-1,2,16,false,1,-1,-1,-1
10101001,Lượng Ngân Thương,1,0,10,-1,2,144,false,1,-1,-1,-1
10101002,Nhạn Linh Thương,1,0,20,-1,2,432,false,1,-1,-1,-1
10101003,Ngân Xà Thương,1,0,30,-1,2,920,false,1,-1,-1,-1
10101004,Lang Nha Kích,1,0,40,-1,2,1424,false,1,-1,-1,-1
10101005,Hỏa Tiêm Thương,1,0,50,-1,2,2160,false,1,-1,-1,-1
10101006,Phong Lôi Thương,1,0,60,-1,2,3080,false,1,-1,-1,-1
10101007,Dạ Xoa Mâu,1,0,70,-1,2,4456,false,1,-1,-1,-1
10101008,Tam Kim Thương,1,0,80,-1,2,5960,false,1,-1,-1,-1
10101009,Ẩm Huyết Thương,1,0,90,-1,2,7960,false,1,-1,-1,-1
10101010,Huyền Lô Thương,1,0,100,-1,2,12800,false,1,-1,-1,-1
10101011,Ngao Hán,1,0,110,-1,2,15488,false,1,-1,-1,-1
10101012,Song Đồng,1,0,120,-1,2,18432,false,1,-1,-1,-1
10101013,Thương Bổng Cấp 130,1,0,130,-1,2,21632,false,1,-1,-1,-1
10101014,Thương Bổng Cấp 140,1,0,140,-1,2,25088,false,1,-1,-1,-1
10101015,Thương Bổng Cấp 150,1,0,150,-1,2,28800,false,1,-1,-1,-1
10101100,Hồng Anh Thương,1,0,1,-1,2,1,false,1,-1,-1,-1
10102000,Bạch Thiết Kiếm,2,0,1,-1,2,16,false,1,-1,-1,-1
10102001,Thu Diệp Kiếm,2,0,10,-1,2,144,false,1,-1,-1,-1
10102002,Bạch Hồng Kiếm,2,0,20,-1,2,432,false,1,-1,-1,-1
10102003,Lam Ngọc Kiếm,2,0,30,-1,2,920,false,1,-1,-1,-1
10102004,Băng Huyền Kiếm,2,0,40,-1,2,1424,false,1,-1,-1,-1
10102005,Tinh Cang Kiếm,2,0,50,-1,2,2160,false,1,-1,-1,-1
10102006,Chấn Yêu Nhẫn,2,0,60,-1,2,3080,false,1,-1,-1,-1
10102007,Kim Vũ Kiếm,2,0,70,-1,2,4456,false,1,-1,-1,-1
10102008,Kinh Hồng Nhận,2,0,80,-1,2,5960,false,1,-1,-1,-1
10102009,Long Lân Nhận,2,0,90,-1,2,7960,false,1,-1,-1,-1
10102010,Huyết Thiết Kiếm,2,0,100,-1,2,12800,false,1,-1,-1,-1
10102012,Cuốc Khai Khoáng,2,0,10,-1,1,144,false,1,-1,-1,-1
10102013,Liềm Hái Thuốc,2,0,10,-1,1,144,false,1,-1,-1,-1
10102014,Tháp Cáp,2,0,110,-1,2,15488,false,1,-1,-1,-1
10102015,Thạch Cốc,2,0,120,-1,2,18432,false,1,-1,-1,-1
10102016,Đơn Đoản Cấp 130,2,0,130,-1,2,21632,false,1,-1,-1,-1
10102017,Đơn Đoản Cấp 140,2,0,140,-1,2,25088,false,1,-1,-1,-1
10102018,Đơn Đoản Cấp 150,2,0,150,-1,2,28800,false,1,-1,-1,-1
10102100,Thiết Kiếm,2,0,1,-1,2,1,false,1,-1,-1,-1
10103000,Song Khẩu Nhận,3,0,1,-1,2,16,false,1,-1,-1,-1
10103001,Long Hổ Nhẫn,3,0,10,-1,2,144,false,1,-1,-1,-1
10103002,Thư Hùng Kiếm,3,0,20,-1,2,432,false,1,-1,-1,-1
10103003,Tử Mẫu Kiếm,3,0,30,-1,2,920,false,1,-1,-1,-1
10103004,Nga My Thích,3,0,40,-1,2,1424,false,1,-1,-1,-1
10103005,Xuyên Vân Kiếm,3,0,50,-1,2,2160,false,1,-1,-1,-1
10103006,Huyết Hỏa Kiếm,3,0,60,-1,2,3080,false,1,-1,-1,-1
10103007,Điện Quang Chùy,3,0,70,-1,2,4456,false,1,-1,-1,-1
10103008,Âm Dương Kiếm,3,0,80,-1,2,5960,false,1,-1,-1,-1
10103009,Thiên Địa Kiếm,3,0,90,-1,2,7960,false,1,-1,-1,-1
10103010,Uyên Ương Đao,3,0,100,-1,2,12800,false,1,-1,-1,-1
10103011,Nộ Cáp,3,0,110,-1,2,15488,false,1,-1,-1,-1
10103012,Nhã Tân,3,0,120,-1,2,18432,false,1,-1,-1,-1
10103013,Song Đoản Cấp 130,3,0,130,-1,2,21632,false,1,-1,-1,-1
10103014,Song Đoản Cấp 140,3,0,140,-1,2,25088,false,1,-1,-1,-1
10103015,Song Đoản Cấp 150,3,0,150,-1,2,28800,false,1,-1,-1,-1
10103100,Đào Mộc Kiếm,3,0,1,-1,2,1,false,1,-1,-1,-1
10104000,Thủy Mặc Phiến,4,0,1,-1,2,16,false,1,-1,-1,-1
10104001,Đàn Hương Phiến,4,0,10,-1,2,144,false,1,-1,-1,-1
10104002,Quyên Cung Phiến,4,0,20,-1,2,432,false,1,-1,-1,-1
10104003,Miên Trúc Phiến,4,0,30,-1,2,920,false,1,-1,-1,-1
10104004,Tượng Nha Phiến,4,0,40,-1,2,1424,false,1,-1,-1,-1
