ID,Name,Type,EquipPoint,IsWeaponPosition,Level,FactionID,BoundRule,BasePrice,SellPrice,Durability,Identifiable,Star,BuffID,SetID,DurationHour,BaseAttributesJSON,AttributesJSON,Description
10136801,Sơn Hà Ý Thanh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,360,,,"<color=#33ff99>(Hạn sử dụng 15 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Sơn lâm vi kiến hàng nhân lộ,#rViễn thụ hàm yên ý trường thanh."
10136802,Sơn Hà Ý Thanh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,720,,,"<color=#33ff99>(Hạn sử dụng 30 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Sơn lâm vi kiến hàng nhân lộ,#rViễn thụ hàm yên ý trường thanh."
10136803,Sơn Hà Ý Thanh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,2160,,,"<color=#33ff99>(Hạn sử dụng 90 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Sơn lâm vi kiến hàng nhân lộ,#rViễn thụ hàm yên ý trường thanh."
10136804,Sơn Hà Ý Thanh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,4320,,,"<color=#33ff99>(Hạn sử dụng 180 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Sơn lâm vi kiến hàng nhân lộ,#rViễn thụ hàm yên ý trường thanh."
10136805,Sơn Hà Ý Thanh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,-1,,,"Sơn lâm vi kiến hàng nhân lộ,#rViễn thụ hàm yên ý trường thanh. <color=#00FF00>#rThời trang này có thể thông qua Y Thiên Thái tại Lạc Dương tiến hành nhuộm màu."
10136806,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,24,,,"<color=#33ff99>(Hạn sử dụng 1 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136807,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,72,,,"<color=#33ff99>(Hạn sử dụng 3 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136808,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,168,,,"<color=#33ff99>(Hạn sử dụng 7 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136809,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,360,,,"<color=#33ff99>(Hạn sử dụng 15 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136810,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,720,,,"<color=#33ff99>(Hạn sử dụng 30 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136811,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,2160,,,"<color=#33ff99>(Hạn sử dụng 90 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136812,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,4320,,,"<color=#33ff99>(Hạn sử dụng 180 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136813,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,-1,,,"Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136814,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,24,,,"<color=#33ff99>(Hạn sử dụng 1 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136815,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,72,,,"<color=#33ff99>(Hạn sử dụng 3 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136816,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,168,,,"<color=#33ff99>(Hạn sử dụng 7 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136817,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,360,,,"<color=#33ff99>(Hạn sử dụng 15 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136818,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,720,,,"<color=#33ff99>(Hạn sử dụng 30 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136819,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,2160,,,"<color=#33ff99>(Hạn sử dụng 90 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136820,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,4320,,,"<color=#33ff99>(Hạn sử dụng 180 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136821,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,-1,,,"Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa."
10136822,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,24,,,"<color=#33ff99>(Hạn sử dụng 1 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa.#rPhong cách hiếm"
10136823,Vân Tiên Bật Hoa Ảnh,24,16,false,1,-1,1,10000,4,200,false,1,-1,-1,72,,,"<color=#33ff99>(Hạn sử dụng 3 ngày, tính từ khi bắt đầu mua)#r<color=#FFFFFF>Thuý dực cao toàn hiệp,#rChu anh đạm bật hoa.#rPhong cách hiếm"
