ID,Name,FactionID,Type,TargetType,RequireLevel,CastRange,Property
201901,Tuyệt Diệu Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_juemiaoyiji_erji_child_1
201902,Tuyệt Diệu Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_juemiaoyiji_erji_child_2
201903,Tuyệt Diệu Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_juemiaoyiji_erji_child_3
2020,Tuyệt Diệu Nhất Kích (Cấp 3),-1,Passive,Self,1,0,sq_juemiaoyiji_sanji
202001,Tuyệt Diệu Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_juemiaoyiji_sanji_child_1
202002,Tuyệt Diệu Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_juemiaoyiji_sanji_child_2
202003,Tuyệt Diệu Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_juemiaoyiji_sanji_child_3
2021,Tuyệt Diệu Nhất Kích (Cấp 4),-1,Passive,Self,1,0,sq_juemiaoyiji_siji
202101,Tuyệt Diệu Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_juemiaoyiji_siji_child_1
202102,Tuyệt Diệu Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_juemiaoyiji_siji_child_2
202103,Tuyệt Diệu Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_juemiaoyiji_siji_child_3
2022,Tuyệt Diệu Nhất Kích (Cấp 5),-1,Passive,Self,1,0,sq_juemiaoyiji_wuji
202201,Tuyệt Diệu Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_juemiaoyiji_wuji_child_1
202202,Tuyệt Diệu Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_juemiaoyiji_wuji_child_2
202203,Tuyệt Diệu Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_juemiaoyiji_wuji_child_3
2023,Tuyệt Diệu Nhất Kích (Cấp 6),-1,Passive,Self,1,0,sq_juemiaoyiji_liuji
202301,Tuyệt Diệu Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_juemiaoyiji_liuji_child_1
202302,Tuyệt Diệu Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_juemiaoyiji_liuji_child_2
202303,Tuyệt Diệu Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_juemiaoyiji_liuji_child_3
2024,Luyện Hồn - Phấn Lực Nhất Kích (Cấp 1),-1,Passive,Self,1,0,sq_lian_fenliyiji_wai_yiji
202401,Luyện Hồn - Phấn Lực Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_lian_fenliyiji_wai_yiji_child_1
202402,Luyện Hồn - Phấn Lực Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_lian_fenliyiji_wai_yiji_child_2
202403,Luyện Hồn - Phấn Lực Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_lian_fenliyiji_wai_yiji_child_3
2025,Luyện Hồn - Phấn Lực Nhất Kích (Cấp 2),-1,Passive,Self,1,0,sq_lian_fenliyiji_wai_erji
202501,Luyện Hồn - Phấn Lực Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_lian_fenliyiji_wai_erji_child_1
202502,Luyện Hồn - Phấn Lực Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_lian_fenliyiji_wai_erji_child_2
202503,Luyện Hồn - Phấn Lực Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_lian_fenliyiji_wai_erji_child_3
2026,Luyện Hồn - Phấn Lực Nhất Kích (Cấp 1),-1,Passive,Self,1,0,sq_lian_fenliyiji_nei_yiji
202601,Luyện Hồn - Phấn Lực Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_lian_fenliyiji_nei_yiji_child_1
202602,Luyện Hồn - Phấn Lực Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_lian_fenliyiji_nei_yiji_child_2
202603,Luyện Hồn - Phấn Lực Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_lian_fenliyiji_nei_yiji_child_3
2027,Luyện Hồn - Phấn Lực Nhất Kích (Cấp 2),-1,Passive,Self,1,0,sq_lian_fenliyiji_nei_erji
202701,Luyện Hồn - Phấn Lực Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_lian_fenliyiji_nei_erji_child_1
202702,Luyện Hồn - Phấn Lực Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_lian_fenliyiji_nei_erji_child_2
202703,Luyện Hồn - Phấn Lực Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_lian_fenliyiji_nei_erji_child_3
2028,Luyện Hồn - Tinh Diệu Nhất Kích (Cấp 1),-1,Passive,Self,1,0,sq_lian_xingmiaoyiji_yiji
202801,Luyện Hồn - Tinh Diệu Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_lian_xingmiaoyiji_yiji_child_1
202802,Luyện Hồn - Tinh Diệu Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_lian_xingmiaoyiji_yiji_child_2
202803,Luyện Hồn - Tinh Diệu Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_lian_xingmiaoyiji_yiji_child_3
2029,Luyện Hồn - Tinh Diệu Nhất Kích (Cấp 2),-1,Passive,Self,1,0,sq_lian_xingmiaoyiji_erji
202901,Luyện Hồn - Tinh Diệu Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_lian_xingmiaoyiji_erji_child_1
202902,Luyện Hồn - Tinh Diệu Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_lian_xingmiaoyiji_erji_child_2
202903,Luyện Hồn - Tinh Diệu Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_lian_xingmiaoyiji_erji_child_3
2030,Luyện Hồn - Tuyệt Diệu Nhất Kích (Cấp 1),-1,Passive,Self,1,0,sq_lian_juemiaoyiji_yiji
203001,Luyện Hồn - Tuyệt Diệu Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_lian_juemiaoyiji_yiji_child_1
203002,Luyện Hồn - Tuyệt Diệu Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_lian_juemiaoyiji_yiji_child_2
203003,Luyện Hồn - Tuyệt Diệu Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_lian_juemiaoyiji_yiji_child_3
2031,Luyện Hồn - Tuyệt Diệu Nhất Kích (Cấp 2),-1,Passive,Self,1,0,sq_lian_juemiaoyiji_erji
203101,Luyện Hồn - Tuyệt Diệu Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_lian_juemiaoyiji_erji_child_1
203102,Luyện Hồn - Tuyệt Diệu Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_lian_juemiaoyiji_erji_child_2
203103,Luyện Hồn - Tuyệt Diệu Nhất Kích - Bản thân,-1,Auto,Self,1,0,sq_lian_juemiaoyiji_erji_child_3
2032,Hấp Huyết Nhất Kích,-1,Passive,Self,1,0,sq_qixueyiji
203201,Hấp Huyết Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_qixueyiji_child
2033,Hấp Khí Nhất Kích,-1,Passive,Self,1,0,sq_qiqiyiji
203301,Hấp Khí Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_qiqiyiji_child
2034,Phá Trán Nhất Kích,-1,Passive,Self,1,0,sq_pozhanyiji
203401,Phá Trán Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_pozhanyiji_child
2035,Cương Ngạnh Nhất Kích,-1,Passive,Self,1,0,sq_ganggengyiji
203501,Cương Ngạnh Nhất Kích - Giảm tốc,-1,Auto,Enemy,1,0,sq_ganggengyiji_child
2036,Hư Nhược Nhất Kích,-1,Passive,Self,1,0,sq_xuruoyiji
203601,Hư Nhược Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_xuruoyiji_child
2037,Đả Nộ Nhất Kích,-1,Passive,Self,1,0,sq_danuyiji
203701,Đả Nộ Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_danuyiji_child
2038,Thông Linh - Hấp Huyết Nhất Kích,-1,Passive,Self,1,0,sq_tongling_qixueyiji
203801,Thông Linh - Hấp Huyết Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_tongling_qixueyiji_child
2039,Thông Linh - Hấp Khí Nhất Kích,-1,Passive,Self,1,0,sq_tongling_qiqiyiji
203901,Thông Linh - Hấp Khí Nhất Kích - Công kích,-1,Auto,Enemy,1,0,sq_tongling_qiqiyiji_child
2040,Thông Linh - Phá Trán Nhất Kích,-1,Passive,Self,1,0,sq_tongling_pozhanyiji
204001,Thông Linh - Phá Trán Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_tongling_pozhanyiji_child
2041,Thông Linh - Cương Ngạnh Nhất Kích,-1,Passive,Self,1,0,sq_tongling_ganggengyiji
204101,Thông Linh - Cương Ngạnh Nhất Kích - Giảm tốc,-1,Auto,Enemy,1,0,sq_tongling_ganggengyiji_child
2042,Thông Linh - Hư Nhược Nhất Kích,-1,Passive,Self,1,0,sq_tongling_xuruoyiji
204201,Thông Linh - Hư Nhược Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_tongling_xuruoyiji_child
2043,Thông Linh - Đả Nộ Nhất Kích,-1,Passive,Self,1,0,sq_tongling_danuyiji
204301,Thông Linh - Đả Nộ Nhất Kích - Hư nhược,-1,Auto,Enemy,1,0,sq_tongling_danuyiji_child
3000,Trùng Lâu Giới,-1,Passive,Self,1,0,zl_zhongloujie
300001,Trùng Lâu Giới - Phong huyệt,-1,Auto,Enemy,1,0,zl_zhongloujie_child
3001,Trùng Lâu Ngọc,-1,Passive,Self,1,0,zl_zhonglouyu
300101,Trùng Lâu Ngọc - Tê liệt,-1,Auto,Enemy,1,0,zl_zhonglouyu_child
3002,Trùng Lâu Kiên,-1,Passive,Self,1,0,zl_zhongloujian
3003,Trùng Lâu Liên,-1,Passive,Self,1,0,zl_zhongloulian
300301,Trùng Lâu Liên - Thất minh,-1,Auto,Enemy,1,0,zl_zhongloulian_child
3004,Trùng Lâu Thủ,-1,Passive,Self,1,0,zl_zhongloushou
3005,Trùng Lâu Khôi,-1,Passive,Self,1,0,zl_zhongloukui
3006,Trùng Lâu Uyển,-1,Passive,Self,1,0,zl_zhonglouwan
3007,Trùng Lâu Giáp,-1,Passive,Self,1,0,zl_zhongloujia
3008,Trùng Lâu Ngoa,-1,Passive,Self,1,0,zl_zhonglouxue
3009,Trùng Lâu Đới,-1,Passive,Self,1,0,zl_zhongloudai
300901,Trùng Lâu Đới - Cuồng bạo,-1,Auto,Self,1,0,zl_zhongloudai_child
300902,Trùng Lâu Đới - Bạo kích,-1,Auto,Enemy,1,0,zl_zhongloudai_child_2
4000,Hoàn Đồng Quang Hoàn (Cấp 1),-1,Passive,Self,1,0,empty
4001,Hoàn Đồng Quang Hoàn (Cấp 1),-1,Passive,Self,1,0,empty
4002,Hoàn Đồng Quang Hoàn (Cấp 1),-1,Passive,Self,1,0,empty
4003,Hoàn Đồng Quang Hoàn (Cấp 1),-1,Passive,Self,1,0,empty
4004,Hoàn Đồng Quang Hoàn (Cấp 1),-1,Passive,Self,1,0,empty
4010,Hoàn Đồng Quang Hoàn (Cấp 2),-1,Passive,Self,1,0,empty
4011,Hoàn Đồng Quang Hoàn (Cấp 2),-1,Passive,Self,1,0,empty
4012,Hoàn Đồng Quang Hoàn (Cấp 2),-1,Passive,Self,1,0,empty
4013,Hoàn Đồng Quang Hoàn (Cấp 2),-1,Passive,Self,1,0,empty
4014,Hoàn Đồng Quang Hoàn (Cấp 2),-1,Passive,Self,1,0,empty
4020,Hoàn Đồng Quang Hoàn (Cấp 3),-1,Passive,Self,1,0,empty
4021,Hoàn Đồng Quang Hoàn (Cấp 3),-1,Passive,Self,1,0,empty
4022,Hoàn Đồng Quang Hoàn (Cấp 3),-1,Passive,Self,1,0,empty
4023,Hoàn Đồng Quang Hoàn (Cấp 3),-1,Passive,Self,1,0,empty
4024,Hoàn Đồng Quang Hoàn (Cấp 3),-1,Passive,Self,1,0,empty
4100,Thần Long Chuyên Sinh,-1,Active,Self,1,0,dragon_lord_blessing
50001,Hàn Băng Hóa Kinh (Cấp 1),-1,Passive,Self,1,0,heroicorder_hanbinghuajin_lv1
50002,Hàn Băng Hóa Kinh (Cấp 2),-1,Passive,Self,1,0,heroicorder_hanbinghuajin_lv2
50003,Hàn Băng Hóa Kinh (Cấp 3),-1,Passive,Self,1,0,heroicorder_hanbinghuajin_lv3
50004,Hàn Băng Hóa Kinh (Cấp 4),-1,Passive,Self,1,0,heroicorder_hanbinghuajin_lv4
50005,Hàn Băng Hóa Kinh (Cấp 5),-1,Passive,Self,1,0,heroicorder_hanbinghuajin_lv5
