ID,Name,FactionID,Type,TargetType,RequireLevel,CastRange,Property
5015129,Thập Tam Thái Bảo - Miễn Dịch Nội Công (Cấp 9),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_12_lv9
5015131,Thập Tam Thái Bảo - Miễn Dịch Băng Công (Cấp 1),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_13_lv1
5015132,Thập Tam Thái Bảo - Miễn Dịch Băng Công (Cấp 2),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_13_lv2
5015133,Thập Tam Thái Bảo - Miễn Dịch Băng Công (Cấp 3),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_13_lv3
5015134,Thập Tam Thái Bảo - Miễn Dịch Băng Công (Cấp 4),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_13_lv4
5015135,Thập Tam Thái Bảo - Miễn Dịch Băng Công (Cấp 5),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_13_lv5
5015136,Thập Tam Thái Bảo - Miễn Dịch Băng Công (Cấp 6),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_13_lv6
5015137,Thập Tam Thái Bảo - Miễn Dịch Băng Công (Cấp 7),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_13_lv7
5015138,Thập Tam Thái Bảo - Miễn Dịch Băng Công (Cấp 8),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_13_lv8
5015139,Thập Tam Thái Bảo - Miễn Dịch Băng Công (Cấp 9),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_13_lv9
5015141,Thập Tam Thái Bảo - Miễn Dịch Hỏa Công (Cấp 1),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_14_lv1
5015142,Thập Tam Thái Bảo - Miễn Dịch Hỏa Công (Cấp 2),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_14_lv2
5015143,Thập Tam Thái Bảo - Miễn Dịch Hỏa Công (Cấp 3),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_14_lv3
5015144,Thập Tam Thái Bảo - Miễn Dịch Hỏa Công (Cấp 4),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_14_lv4
5015145,Thập Tam Thái Bảo - Miễn Dịch Hỏa Công (Cấp 5),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_14_lv5
5015146,Thập Tam Thái Bảo - Miễn Dịch Hỏa Công (Cấp 6),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_14_lv6
5015147,Thập Tam Thái Bảo - Miễn Dịch Hỏa Công (Cấp 7),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_14_lv7
5015148,Thập Tam Thái Bảo - Miễn Dịch Hỏa Công (Cấp 8),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_14_lv8
5015149,Thập Tam Thái Bảo - Miễn Dịch Hỏa Công (Cấp 9),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_14_lv9
5015151,Thập Tam Thái Bảo - Miễn Dịch Huyền Công (Cấp 1),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_15_lv1
5015152,Thập Tam Thái Bảo - Miễn Dịch Huyền Công (Cấp 2),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_15_lv2
5015153,Thập Tam Thái Bảo - Miễn Dịch Huyền Công (Cấp 3),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_15_lv3
5015154,Thập Tam Thái Bảo - Miễn Dịch Huyền Công (Cấp 4),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_15_lv4
5015155,Thập Tam Thái Bảo - Miễn Dịch Huyền Công (Cấp 5),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_15_lv5
5015156,Thập Tam Thái Bảo - Miễn Dịch Huyền Công (Cấp 6),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_15_lv6
5015157,Thập Tam Thái Bảo - Miễn Dịch Huyền Công (Cấp 7),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_15_lv7
5015158,Thập Tam Thái Bảo - Miễn Dịch Huyền Công (Cấp 8),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_15_lv8
5015159,Thập Tam Thái Bảo - Miễn Dịch Huyền Công (Cấp 9),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_15_lv9
5015161,Thập Tam Thái Bảo - Miễn Dịch Độc Công (Cấp 1),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_16_lv1
5015162,Thập Tam Thái Bảo - Miễn Dịch Độc Công (Cấp 2),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_16_lv2
5015163,Thập Tam Thái Bảo - Miễn Dịch Độc Công (Cấp 3),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_16_lv3
5015164,Thập Tam Thái Bảo - Miễn Dịch Độc Công (Cấp 4),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_16_lv4
5015165,Thập Tam Thái Bảo - Miễn Dịch Độc Công (Cấp 5),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_16_lv5
5015166,Thập Tam Thái Bảo - Miễn Dịch Độc Công (Cấp 6),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_16_lv6
5015167,Thập Tam Thái Bảo - Miễn Dịch Độc Công (Cấp 7),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_16_lv7
5015168,Thập Tam Thái Bảo - Miễn Dịch Độc Công (Cấp 8),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_16_lv8
5015169,Thập Tam Thái Bảo - Miễn Dịch Độc Công (Cấp 9),-1,Auto,Self,1,0,heroicorder_shisantaibao_child_16_lv9
50161,Dục Huyết Tàn Thương (Cấp 1),-1,Passive,Self,1,0,heroicorder_yuxuecanshang_lv1
50162,Dục Huyết Tàn Thương (Cấp 2),-1,Passive,Self,1,0,heroicorder_yuxuecanshang_lv2
50163,Dục Huyết Tàn Thương (Cấp 3),-1,Passive,Self,1,0,heroicorder_yuxuecanshang_lv3
50164,Dục Huyết Tàn Thương (Cấp 4),-1,Passive,Self,1,0,heroicorder_yuxuecanshang_lv4
50165,Dục Huyết Tàn Thương (Cấp 5),-1,Passive,Self,1,0,heroicorder_yuxuecanshang_lv5
50166,Dục Huyết Tàn Thương (Cấp 6),-1,Passive,Self,1,0,heroicorder_yuxuecanshang_lv6
50167,Dục Huyết Tàn Thương (Cấp 7),-1,Passive,Self,1,0,heroicorder_yuxuecanshang_lv7
50168,Dục Huyết Tàn Thương (Cấp 8),-1,Passive,Self,1,0,heroicorder_yuxuecanshang_lv8
50169,Dục Huyết Tàn Thương (Cấp 9),-1,Passive,Self,1,0,heroicorder_yuxuecanshang_lv9
5016011,Dục Huyết Tàn Thương - Tàn Thương (Cấp 1),-1,Auto,Enemy,1,0,heroicorder_yuxuecanshang_child_lv1
5016012,Dục Huyết Tàn Thương - Tàn Thương (Cấp 2),-1,Auto,Enemy,1,0,heroicorder_yuxuecanshang_child_lv2
5016013,Dục Huyết Tàn Thương - Tàn Thương (Cấp 3),-1,Auto,Enemy,1,0,heroicorder_yuxuecanshang_child_lv3
5016014,Dục Huyết Tàn Thương - Tàn Thương (Cấp 4),-1,Auto,Enemy,1,0,heroicorder_yuxuecanshang_child_lv4
5016015,Dục Huyết Tàn Thương - Tàn Thương (Cấp 5),-1,Auto,Enemy,1,0,heroicorder_yuxuecanshang_child_lv5
5016016,Dục Huyết Tàn Thương - Tàn Thương (Cấp 6),-1,Auto,Enemy,1,0,heroicorder_yuxuecanshang_child_lv6
5016017,Dục Huyết Tàn Thương - Tàn Thương (Cấp 7),-1,Auto,Enemy,1,0,heroicorder_yuxuecanshang_child_lv7
5016018,Dục Huyết Tàn Thương - Tàn Thương (Cấp 8),-1,Auto,Enemy,1,0,heroicorder_yuxuecanshang_child_lv8
5016019,Dục Huyết Tàn Thương - Tàn Thương (Cấp 9),-1,Auto,Enemy,1,0,heroicorder_yuxuecanshang_child_lv9
50171,Vu Cổ Kỳ Thuật (Cấp 1),-1,Passive,Self,1,0,heroicorder_wuguqishu_lv1
50172,Vu Cổ Kỳ Thuật (Cấp 2),-1,Passive,Self,1,0,heroicorder_wuguqishu_lv2
50173,Vu Cổ Kỳ Thuật (Cấp 3),-1,Passive,Self,1,0,heroicorder_wuguqishu_lv3
