RepoPath,Bytes,Rows
database/config_full/Activities/ROWS_00001_00045.csv,50711,45
database/config_full/AllyTitles/ROWS_00001_00075.csv,27767,75
database/config_full/AnimatedTitles/ROWS_00001_00034.csv,28871,34
database/config_full/AutoPath/ROWS_00001_01500.csv,64013,1500
database/config_full/AutoPath/ROWS_01501_01618.csv,4836,118
database/config_full/AutoSkills/ROWS_00001_00300.csv,28328,300
database/config_full/BookLevelUpCost/ROWS_00001_00009.csv,125617,9
database/config_full/Books/ROWS_00001_00128.csv,40883,128
database/config_full/CONFIG_FULL_CATALOG.csv,12100,75
database/config_full/CharAvartas/ROWS_00001_00674.csv,24551,674
database/config_full/CharFaces/ROWS_00001_00464.csv,28410,464
database/config_full/CharFashionGems/ROWS_00001_00048.csv,5492,48
database/config_full/CharFashionOrnaments/ROWS_00001_00061.csv,28681,61
database/config_full/CharHairs/ROWS_00001_00606.csv,113751,606
database/config_full/CharMounts/ROWS_00001_00361.csv,30230,361
database/config_full/CharShapeShiftings/ROWS_00001_01500.csv,161057,1500
database/config_full/CharShapeShiftings/ROWS_01501_01889.csv,46719,389
database/config_full/CharSkeletons/ROWS_00001_00002.csv,1779,2
database/config_full/CharSouls/ROWS_00001_00022.csv,905,22
database/config_full/CharWeapons/ROWS_00001_01500.csv,79625,1500
database/config_full/CharWeapons/ROWS_01501_01875.csv,21218,375
database/config_full/CharWings/ROWS_00001_00733.csv,123440,733
database/config_full/ClothGemFxs/ROWS_00001_00001.csv,301,1
database/config_full/CreatureSounds/ROWS_00001_00595.csv,176010,595
database/config_full/DailyActivityAward/ROWS_00001_00002.csv,4966,2
database/config_full/DartConfig/ROWS_00001_00005.csv,26859,5
database/config_full/DefaultChar/ROWS_00001_00021.csv,540,21
database/config_full/DragonTattooConfig/ROWS_00001_00002.csv,3005,2
database/config_full/EnchantSkills/ROWS_00001_00003.csv,7170,3
database/config_full/EquipEnhance/ROWS_00001_00099.csv,4780,99
database/config_full/EquipExtendedAttributes/ROWS_00001_00029.csv,217396,29
database/config_full/EquipIdentifyValues/ROWS_00001_00256.csv,4591,256
database/config_full/EquipSculptures/ROWS_00001_00031.csv,56324,31
database/config_full/EquipSets/ROWS_00001_00272.csv,85109,272
database/config_full/Equips/ROWS_00001_01500.csv,539762,1500
database/config_full/Equips/ROWS_01501_03000.csv,428456,1500
database/config_full/Equips/ROWS_03001_04500.csv,512193,1500
database/config_full/Equips/ROWS_04501_06000.csv,764217,1500
database/config_full/Equips/ROWS_06001_07500.csv,1826107,1500
database/config_full/Equips/ROWS_07501_09000.csv,1030552,1500
database/config_full/Equips/ROWS_09001_10500.csv,882303,1500
database/config_full/Equips/ROWS_10501_12000.csv,1005739,1500
database/config_full/Equips/ROWS_12001_13500.csv,1134101,1500
database/config_full/Equips/ROWS_13501_15000.csv,1121977,1500
database/config_full/Equips/ROWS_15001_16500.csv,1049651,1500
database/config_full/Equips/ROWS_16501_18000.csv,1073689,1500
database/config_full/Equips/ROWS_18001_19500.csv,730854,1500
database/config_full/Equips/ROWS_19501_21000.csv,922982,1500
database/config_full/Equips/ROWS_21001_22500.csv,630632,1500
database/config_full/Equips/ROWS_22501_22763.csv,143258,263
database/config_full/Factions/ROWS_00001_00017.csv,1964,17
database/config_full/FuBenScenarios/ROWS_00001_00019.csv,184821,19
database/config_full/Fxs/ROWS_00001_00991.csv,86376,991
database/config_full/GemColors/ROWS_00001_00951.csv,62063,951
database/config_full/Gems/ROWS_00001_01154.csv,781781,1154
database/config_full/GrowPoints/ROWS_00001_00407.csv,34792,407
database/config_full/GuildConfig/ROWS_00001_00014.csv,23713,14
database/config_full/GuildTask/ROWS_00001_00360.csv,187849,360
database/config_full/Items/ROWS_00001_01500.csv,785622,1500
database/config_full/Items/ROWS_01501_03000.csv,742558,1500
database/config_full/Items/ROWS_03001_04500.csv,572074,1500
database/config_full/Items/ROWS_04501_05238.csv,209541,738
database/config_full/Locations/ROWS_00001_01500.csv,990030,1500
database/config_full/Locations/ROWS_01501_01847.csv,179338,347
database/config_full/LoginMaps/ROWS_00001_00004.csv,1579,4
database/config_full/MagicAtrributes/ROWS_00001_00509.csv,63220,509
database/config_full/Maps/ROWS_00001_00193.csv,91504,193
database/config_full/Medicines/ROWS_00001_00692.csv,251145,692
database/config_full/ModelParameters/ROWS_00001_01500.csv,106685,1500
database/config_full/ModelParameters/ROWS_01501_01710.csv,13916,210
database/config_full/Monsters/ROWS_00001_01500.csv,256715,1500
database/config_full/Monsters/ROWS_01501_03000.csv,264978,1500
database/config_full/Monsters/ROWS_03001_04500.csv,266275,1500
database/config_full/Monsters/ROWS_04501_06000.csv,269280,1500
database/config_full/Monsters/ROWS_06001_07500.csv,284671,1500
database/config_full/Monsters/ROWS_07501_09000.csv,282756,1500
database/config_full/Monsters/ROWS_09001_10500.csv,286280,1500
database/config_full/Monsters/ROWS_10501_12000.csv,293898,1500
database/config_full/Monsters/ROWS_12001_13500.csv,283271,1500
database/config_full/Monsters/ROWS_13501_15000.csv,288027,1500
database/config_full/Monsters/ROWS_15001_16500.csv,284111,1500
database/config_full/Monsters/ROWS_16501_17121.csv,118188,621
database/config_full/NPCs/ROWS_00001_01003.csv,65424,1003
database/config_full/NameColors/ROWS_00001_00049.csv,1656,49
database/config_full/PCInputKeyBinding/ROWS_00001_00022.csv,2097,22
database/config_full/PartialAdditiveLocations/ROWS_00001_00028.csv,3669,28
database/config_full/PartialModelCutoutLocations/ROWS_00001_00256.csv,37166,256
database/config_full/PetAnimatedTitles/ROWS_00001_00003.csv,2189,3
database/config_full/PetEquipSets/ROWS_00001_00013.csv,1702,13
database/config_full/PetEquips/ROWS_00001_00070.csv,66950,70
database/config_full/PetFeatures/ROWS_00001_00011.csv,22207,11
database/config_full/Pets/ROWS_00001_01500.csv,373945,1500
database/config_full/Pets/ROWS_01501_03000.csv,396389,1500
database/config_full/Pets/ROWS_03001_04500.csv,389967,1500
database/config_full/Pets/ROWS_04501_06000.csv,414978,1500
database/config_full/Pets/ROWS_06001_07500.csv,416578,1500
database/config_full/Pets/ROWS_07501_08349.csv,232753,849
database/config_full/Pneumas/ROWS_00001_00003.csv,179736,3
database/config_full/PublicMounts/ROWS_00001_00037.csv,3909,37
database/config_full/RoleFeatures/ROWS_00001_00008.csv,1830,8
database/config_full/RoleReputes/ROWS_00001_00022.csv,792,22
database/config_full/RoleTitles/ROWS_00001_00156.csv,26035,156
database/config_full/SignetConfig/ROWS_00001_00005.csv,26443,5
database/config_full/SkillProperties/ROWS_00001_01500.csv,1106723,1500
database/config_full/SkillProperties/ROWS_01501_02044.csv,305967,544
database/config_full/Skills/ROWS_00001_01500.csv,517439,1500
database/config_full/Skills/ROWS_01501_02091.csv,175995,591
database/config_full/SoulConfig/ROWS_00001_00007.csv,24952,7
database/config_full/SpiritFeatures/ROWS_00001_00003.csv,27281,3
database/config_full/Spirits/ROWS_00001_01500.csv,119937,1500
database/config_full/Spirits/ROWS_01501_01889.csv,36205,389
database/config_full/Stickers/ROWS_00001_00212.csv,77929,212
database/config_full/Tasks/ROWS_00001_00516.csv,721939,516
database/config_full/UISounds/ROWS_00001_00005.csv,255,5
database/config_full/VoodooVase/ROWS_00001_00003.csv,15702,3
database/config_full/WeaponGemFxs/ROWS_00001_01500.csv,635523,1500
database/config_full/WeaponGemFxs/ROWS_01501_01778.csv,121866,278
database/config_full/WeaponVisualGemsFx/ROWS_00001_01500.csv,509621,1500
database/config_full/WeaponVisualGemsFx/ROWS_01501_02735.csv,421146,1235
database/config_full/WorldMap/ROWS_00001_00072.csv,15884,72
