RowIndex,Tag,ID,Type,Name,Icon,EquipPoint,VisualID,BoundRule,SetID,SetAttributeLine,Level,FactionID,BasePrice,SellPrice,Durability,Identifiable,Star,BaseValueID,MinLine,MaxLine,MinIdentifiedRate,BuffID,DurationHour,ExtraHint,Description,Text,ChildrenJSON
1,Equip,10100000,0,Thanh Đồng Đao,Broadsword1_1,0,410,2,-1,-1,1,-1,20,16,114,false,1,-1,0,0,0,-1,-1,,"Vũ khí của tân thủ, không có giá trị gì.<color=#00FF00> (Ấn phím phải để trang bị)",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""75""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""75""}}]"
2,Equip,10100001,0,Bạt Phong Đao,Broadsword1_3,0,412,2,-1,-1,10,-1,180,144,125,false,1,-1,0,0,0,-1,-1,,"Chế tạo bằng thanh đồng, dáng đao cong, nặng nề, những người có sức khỏe như trâu mới có thể sử dụng",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""117""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""117""}}]"
3,Equip,10100002,0,Chiết Thiết Đao,Broadsword1_5,0,416,2,-1,-1,20,-1,540,432,137,false,1,-1,0,0,0,-1,-1,,"Sống đao rộng, lưỡi đao dày hơi cùn, có thể chặt sắt, vì vậy mới có tên gọi như vậy",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""202""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""202""}}]"
4,Equip,10100003,0,Cổ Nguyệt Đao,Broadsword1_9,0,420,2,-1,-1,30,-1,1150,920,150,false,1,-1,0,0,0,-1,-1,,"Thanh đao có màu bạc, đao cong giống như mũi voi, lưỡi đao bóng lưỡng sắc bén, sống đao có thể móc lấy kẻ địch, uy lực trung bình.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""287""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""287""}}]"
5,Equip,10100004,0,Khai Sơn Viện,Broadsword1_14,0,419,2,-1,-1,40,-1,1780,1424,162,false,1,-1,0,0,0,-1,-1,,"Sống đao cong giống như trăng khuyết, cong hơn nữa không thẳng, có thể bổ thẳng và cũng có thể chém ngang.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""373""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""373""}}]"
6,Equip,10100005,0,Kim Bối Đao,Broadsword2_2,0,421,2,-1,-1,50,-1,2700,2160,175,false,1,-1,0,0,0,-1,-1,,"Thân đao chỗ gần chuôi nhỏ, lưỡi đao đến tận mũi đao, sau đó tiếo tục cong đến sống đao, dày và có lực, thân đao có trang trí hoa văn màu vàng.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""458""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""458""}}]"
7,Equip,10100006,0,Nguyệt Nha Sản,Broadsword2_6,0,431,2,-1,-1,60,-1,3850,3080,187,false,1,-1,0,0,0,-1,-1,,"Đoạn trước của sản cong giống hình bán nguyệt, bên trong lõm, Nguyệt nha hướng ra bên ngoài, phía cuối có chuôi nắm giống hình chiếc rìu, đoạn cuối có lưỡi, khi tấn công địch có thể sử dụng cả mũi và chuôi sản, khiến cho kể định không thể phòng ngự được.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""543""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""543""}}]"
8,Equip,10100007,0,Liệt Diệm Đao,Broadsword2_10,0,437,2,-1,-1,70,-1,5570,4456,200,false,1,-1,0,0,0,-1,-1,,"Toàn thân vàng hồng, giống như ngọn lửa mạnh, khí thế vô cùng, tấn công thành rất thích hợp",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""628""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""628""}}]"
9,Equip,10100008,0,Ô Long Sản,Broadsword2_15,0,443,2,-1,-1,80,-1,7450,5960,212,false,1,-1,0,0,0,-1,-1,,"Tương truyền danh tướng cổ đại thường dùng, được làm từ ô kim, trên đó có khắc du long phi thiên, sát khí vây quanh.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""713""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""713""}}]"
10,Equip,10100009,0,Tử Kim Đao,Broadsword3_4,0,445,2,-1,-1,90,-1,9950,7960,225,false,1,-1,0,0,0,-1,-1,,"Là loại binh khí được rèn từ Tử kim thạch đã qua tôi luyện, tinh xảo vô cùng.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""799""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""799""}}]"
