RowIndex,Tag,ID,Type,Name,Icon,EquipPoint,VisualID,BoundRule,SetID,SetAttributeLine,Level,FactionID,BasePrice,SellPrice,Durability,Identifiable,Star,BaseValueID,MinLine,MaxLine,MinIdentifiedRate,BuffID,DurationHour,ExtraHint,Description,Text,ChildrenJSON
7501,Equip,10405004,5,Tê Hà Kỳ Hoàn,Annulus1_14,0,514,1,-1,-1,40,-1,1780,1424,162,true,2,45,2,2,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""373""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""373""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}}]"
7502,Equip,10405005,5,Hàn Băng Kỳ Hoàn,Annulus2_4,0,519,1,-1,-1,50,-1,2700,2160,175,true,2,55,2,2,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""458""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""458""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}}]"
7503,Equip,10405006,5,Tứ Tượng Kỳ Hoàn,Annulus2_9,0,524,1,-1,-1,60,-1,3850,3080,187,true,2,65,2,2,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""543""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""543""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}}]"
7504,Equip,10405007,5,Thái Cực Kỳ Hoàn,Annulus2_13,0,528,1,-1,-1,70,-1,5570,4456,200,true,2,75,3,3,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""628""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""628""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}}]"
7505,Equip,10405008,5,Cửu Long Kỳ Hoàn,Annulus3_3,0,534,1,-1,-1,80,-1,7450,5960,212,true,2,85,3,3,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""713""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""713""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}}]"
7506,Equip,10405009,5,Tỏa Yêu Kỳ Hoàn,Annulus3_7,0,538,1,-1,-1,90,-1,9950,7960,225,true,2,95,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""799""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""799""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}}]"
7507,Equip,10405010,5,Hỗn Nguyên Kỳ Hoàn,Annulus3_12,0,543,1,-1,-1,100,-1,16000,12800,237,true,2,105,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""884""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""884""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Rate"":""100""}}]"
7508,Equip,10405011,5,Nhiệm Vụ Trang 1,Annulus4_11,0,730,1,-1,-1,10,-1,180,144,125,true,2,15,3,3,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""117""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""117""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7509,Equip,10405012,5,Tuyệt Trần,Annulus1_2,0,507,1,-1,-1,20,-1,540,432,137,true,3,30,3,3,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""287""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""287""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7510,Equip,10405013,5,Nhiệm Vụ Trang 3,Annulus4_11,0,529,1,-1,-1,30,-1,1150,920,150,true,2,35,3,3,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""287""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""287""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7511,Equip,10405014,5,Nhiệm Vụ Trang 4,Annulus4_11,0,730,1,-1,-1,40,-1,1780,1424,162,true,2,45,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""373""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""373""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7512,Equip,10405015,5,Nhiệm Vụ Trang 5,Annulus4_11,0,730,1,-1,-1,50,-1,2700,2160,175,true,2,55,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""458""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""458""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7513,Equip,10405016,5,Nhiệm Vụ Trang 6,Annulus4_11,0,730,1,-1,-1,60,-1,3850,3080,187,true,2,65,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""543""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""543""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7514,Equip,10405017,5,Bích Lạc,Annulus3_6,0,529,1,-1,-1,70,-1,5570,4456,200,true,3,80,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""713""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""713""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7515,Equip,10405018,5,Nhiệm Vụ Trang 8,Annulus4_11,0,730,1,-1,-1,80,-1,7450,5960,212,true,2,85,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""713""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""713""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7516,Equip,10405019,5,Nhiệm Vụ Trang 9,Annulus4_11,0,730,1,-1,-1,90,-1,9950,7960,225,true,2,95,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""799""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""799""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7517,Equip,10405020,5,Nhiệm Vụ Trang 10,Annulus4_11,0,730,1,-1,-1,100,-1,16000,12800,237,true,2,105,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""884""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""884""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7518,Equip,10405021,5,Thanh Đồng Kỳ Hoàn,Annulus1_4,0,503,1,-1,-1,10,-1,180,144,125,true,2,15,1,1,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""117""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""117""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}}]"
7519,Equip,10405022,5,Bạch Kim Kỳ Hoàn,Annulus1_6,0,505,1,-1,-1,20,-1,540,432,137,true,2,25,1,1,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""202""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""202""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}}]"
7520,Equip,10405023,5,Mộc Thạch Kỳ Hoàn,Annulus1_11,0,510,1,-1,-1,30,-1,1150,920,150,true,2,35,1,1,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""287""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""287""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}}]"
7521,Equip,10405024,5,Tê Hà Kỳ Hoàn,Annulus1_14,0,514,1,-1,-1,40,-1,1780,1424,162,true,2,45,2,2,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""373""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""373""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}}]"
7522,Equip,10405025,5,Hàn Băng Kỳ Hoàn,Annulus2_4,0,519,1,-1,-1,50,-1,2700,2160,175,true,2,55,2,2,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""458""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""458""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}}]"
7523,Equip,10405026,5,Tứ Tượng Kỳ Hoàn,Annulus2_9,0,524,1,-1,-1,60,-1,3850,3080,187,true,2,65,2,2,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""543""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""543""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}}]"
7524,Equip,10405027,5,Thái Cực Kỳ Hoàn,Annulus2_13,0,528,1,-1,-1,70,-1,5570,4456,200,true,2,75,3,3,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""628""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""628""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}}]"
7525,Equip,10405028,5,Cửu Long Kỳ Hoàn,Annulus3_3,0,534,1,-1,-1,80,-1,7450,5960,212,true,2,85,3,3,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""713""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""713""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}}]"
7526,Equip,10405029,5,Tỏa Yêu Kỳ Hoàn,Annulus3_7,0,538,1,-1,-1,90,-1,9950,7960,225,true,2,95,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""799""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""799""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}}]"
7527,Equip,10405030,5,Hỗn Nguyên Kỳ Hoàn,Annulus3_12,0,543,1,-1,-1,100,-1,16000,12800,237,true,2,105,4,4,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""884""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""884""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Rate"":""100""}}]"
7528,Equip,10405031,5,Nhiệm Vụ Trang 1,Annulus4_11,0,730,1,-1,-1,10,-1,180,144,125,true,2,15,3,3,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""117""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""117""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
7529,Equip,10405032,5,Tuyệt Trần,Annulus1_2,0,507,1,-1,-1,20,-1,540,432,137,true,3,30,3,3,0,-1,-1,,Chưa dùng,,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""287""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""287""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_critatk"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}}]"
