RowIndex,Tag,ID,Type,Name,Icon,EquipPoint,VisualID,BoundRule,SetID,SetAttributeLine,Level,FactionID,BasePrice,SellPrice,Durability,Identifiable,Star,BaseValueID,MinLine,MaxLine,MinIdentifiedRate,BuffID,DurationHour,ExtraHint,Description,Text,ChildrenJSON
16501,Equip,10445088,15,Đạt Ma Toái Hồn Thánh Kiên,Shoulder_9,15,-1,2,-1,-1,88,-1,2342,1873,201,true,1,88,4,4,1,-1,-1,,"Dùng hồn phách bị nuốt trong lúc thiên cẩu thực nguyệt để chế tạo ra, lấy tinh hoa của mặt trăng để hòa trộn, toát lên ánh sáng lấp lánh",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""266""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""266""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
16502,Equip,10445089,15,Đạt Ma Toái Hồn Thánh Kiên,Shoulder_9,15,-1,2,-1,-1,89,-1,2395,1916,202,true,1,89,4,4,1,-1,-1,,"Dùng hồn phách bị nuốt trong lúc thiên cẩu thực nguyệt để chế tạo ra, lấy tinh hoa của mặt trăng để hòa trộn, toát lên ánh sáng lấp lánh",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""266""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""266""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
16503,Equip,10445090,15,Đạt Ma Toái Hồn Thánh Kiên,Shoulder_9,15,-1,2,-1,-1,90,-1,2449,1959,203,true,1,90,4,4,1,-1,-1,,"Dùng hồn phách bị nuốt trong lúc thiên cẩu thực nguyệt để chế tạo ra, lấy tinh hoa của mặt trăng để hòa trộn, toát lên ánh sáng lấp lánh",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
16504,Equip,10445091,15,Đạt Ma Triết Long Thánh Kiên,Shoulder_10,15,-1,2,-1,-1,91,-1,2503,2002,204,true,1,91,4,4,1,-1,-1,,"Nghe nói sử dụng da rồng trộn với bạc đặc biệt để tạo ra, có hoa văn của vảy rồng, sức mạnh phiêu diêu.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
16505,Equip,10445092,15,Đạt Ma Triết Long Thánh Kiên,Shoulder_10,15,-1,2,-1,-1,92,-1,2558,2046,205,true,1,92,4,4,1,-1,-1,,"Nghe nói sử dụng da rồng trộn với bạc đặc biệt để tạo ra, có hoa văn của vảy rồng, sức mạnh phiêu diêu.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
16506,Equip,10445093,15,Đạt Ma Triết Long Thánh Kiên,Shoulder_10,15,-1,2,-1,-1,93,-1,2613,2090,206,true,1,93,4,4,1,-1,-1,,"Nghe nói sử dụng da rồng trộn với bạc đặc biệt để tạo ra, có hoa văn của vảy rồng, sức mạnh phiêu diêu.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
16507,Equip,10445094,15,Đạt Ma Triết Long Thánh Kiên,Shoulder_10,15,-1,2,-1,-1,94,-1,2669,2135,207,true,1,94,4,4,1,-1,-1,,"Nghe nói sử dụng da rồng trộn với bạc đặc biệt để tạo ra, có hoa văn của vảy rồng, sức mạnh phiêu diêu.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
16508,Equip,10445095,15,Đạt Ma Triết Long Thánh Kiên,Shoulder_10,15,-1,2,-1,-1,95,-1,2726,2180,208,true,1,95,4,4,1,-1,-1,,"Nghe nói sử dụng da rồng trộn với bạc đặc biệt để tạo ra, có hoa văn của vảy rồng, sức mạnh phiêu diêu.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
16509,Equip,10445096,15,Đạt Ma Triết Long Thánh Kiên,Shoulder_10,15,-1,2,-1,-1,96,-1,2783,2226,209,true,1,96,4,4,1,-1,-1,,"Nghe nói sử dụng da rồng trộn với bạc đặc biệt để tạo ra, có hoa văn của vảy rồng, sức mạnh phiêu diêu.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
16510,Equip,10445097,15,Đạt Ma Triết Long Thánh Kiên,Shoulder_10,15,-1,2,-1,-1,97,-1,2841,2272,210,true,1,97,4,4,1,-1,-1,,"Nghe nói sử dụng da rồng trộn với bạc đặc biệt để tạo ra, có hoa văn của vảy rồng, sức mạnh phiêu diêu.",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Rate"":""100""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_intelligence"",""Rate"":""100""}}]"
